stream,condition,step,comparison,packet_difference,coverage_difference,semantic_difference,same_request_payload,joint_success,comparison_success,joint_answer,comparison_answer
6,overlap_no_drift,7,age_paced,True,True,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
7,overlap_no_drift,0,bundle_rollout,False,False,False,True,True,True,"{""available_total"":28}","{""available_total"":28}"
7,overlap_no_drift,0,bundle_myopic,True,True,False,True,True,True,"{""available_total"":28}","{""available_total"":28}"
7,overlap_no_drift,0,age_paced,False,False,False,True,True,True,"{""available_total"":28}","{""available_total"":28}"
7,overlap_no_drift,1,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,1,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,1,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,2,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,2,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,2,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,3,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,3,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,3,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,4,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,4,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,4,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,5,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,5,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,5,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,6,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,6,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,6,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}","{""skus"":[""SKU-000"",""SKU-006"",""SKU-008"",""SKU-013"",""SKU-017""]}"
7,overlap_no_drift,7,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,7,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
7,overlap_no_drift,7,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002""]}","{""skus"":[""SKU-002""]}"
8,overlap_no_drift,0,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,0,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,0,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,1,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-012""]}","{""skus"":[""SKU-012""]}"
8,overlap_no_drift,1,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-012""]}","{""skus"":[""SKU-012""]}"
8,overlap_no_drift,1,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-012""]}","{""skus"":[""SKU-012""]}"
8,overlap_no_drift,2,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,2,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,2,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,3,bundle_rollout,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,3,bundle_myopic,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,3,age_paced,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,4,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,4,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,4,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
8,overlap_no_drift,5,bundle_rollout,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,5,bundle_myopic,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,5,age_paced,True,True,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,6,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,6,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,6,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-005""]}","{""skus"":[""SKU-005""]}"
8,overlap_no_drift,7,bundle_rollout,False,False,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,7,bundle_myopic,False,False,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
8,overlap_no_drift,7,age_paced,False,False,False,True,True,True,"{""skus"":[]}","{""skus"":[]}"
9,overlap_underestimated,0,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,0,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,0,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,1,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,1,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,1,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,2,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,2,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,2,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-010"",""SKU-012"",""SKU-019""]}"
9,overlap_underestimated,3,bundle_rollout,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
9,overlap_underestimated,3,bundle_myopic,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
9,overlap_underestimated,3,age_paced,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
9,overlap_underestimated,4,bundle_rollout,False,False,False,True,True,True,"{""available_total"":33}","{""available_total"":33}"
9,overlap_underestimated,4,bundle_myopic,True,True,True,False,True,False,"{""available_total"":33}","{""available_total"":56}"
9,overlap_underestimated,4,age_paced,True,True,True,False,True,False,"{""available_total"":33}","{""available_total"":56}"
9,overlap_underestimated,5,bundle_rollout,False,False,False,True,True,True,"{""available_total"":37}","{""available_total"":37}"
9,overlap_underestimated,5,bundle_myopic,False,False,True,False,True,False,"{""available_total"":37}","{""available_total"":59}"
9,overlap_underestimated,5,age_paced,True,True,False,True,True,True,"{""available_total"":37}","{""available_total"":37}"
9,overlap_underestimated,6,bundle_rollout,False,False,False,True,True,True,"{""available_total"":15}","{""available_total"":15}"
9,overlap_underestimated,6,bundle_myopic,True,True,True,False,True,False,"{""available_total"":15}","{""available_total"":39}"
9,overlap_underestimated,6,age_paced,True,True,False,True,True,True,"{""available_total"":15}","{""available_total"":15}"
9,overlap_underestimated,7,bundle_rollout,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
9,overlap_underestimated,7,bundle_myopic,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
9,overlap_underestimated,7,age_paced,False,False,False,True,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
10,overlap_underestimated,0,bundle_rollout,False,False,False,True,True,True,"{""available_total"":11}","{""available_total"":11}"
10,overlap_underestimated,0,bundle_myopic,True,True,False,True,True,True,"{""available_total"":11}","{""available_total"":11}"
10,overlap_underestimated,0,age_paced,False,False,False,True,True,True,"{""available_total"":11}","{""available_total"":11}"
10,overlap_underestimated,1,bundle_rollout,True,True,False,True,True,True,"{""available_total"":40}","{""available_total"":40}"
10,overlap_underestimated,1,bundle_myopic,True,True,False,True,True,True,"{""available_total"":40}","{""available_total"":40}"
10,overlap_underestimated,1,age_paced,True,True,False,True,True,True,"{""available_total"":40}","{""available_total"":40}"
10,overlap_underestimated,2,bundle_rollout,True,True,False,True,True,True,"{""available_total"":37}","{""available_total"":37}"
10,overlap_underestimated,2,bundle_myopic,False,False,False,True,True,True,"{""available_total"":37}","{""available_total"":37}"
10,overlap_underestimated,2,age_paced,True,True,False,True,True,True,"{""available_total"":37}","{""available_total"":37}"
10,overlap_underestimated,3,bundle_rollout,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,3,bundle_myopic,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,3,age_paced,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,4,bundle_rollout,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,4,bundle_myopic,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,4,age_paced,True,True,False,True,True,True,"{""available_total"":35}","{""available_total"":35}"
10,overlap_underestimated,5,bundle_rollout,True,True,True,False,False,True,"{""available_total"":57}","{""available_total"":30}"
10,overlap_underestimated,5,bundle_myopic,False,False,False,True,False,False,"{""available_total"":57}","{""available_total"":57}"
10,overlap_underestimated,5,age_paced,False,False,False,True,False,False,"{""available_total"":57}","{""available_total"":57}"
10,overlap_underestimated,6,bundle_rollout,True,True,True,False,False,True,"{""skus"":[""SKU-000"",""SKU-003"",""SKU-011"",""SKU-012"",""SKU-016""]}","{""skus"":[""SKU-000"",""SKU-011"",""SKU-012"",""SKU-016""]}"
10,overlap_underestimated,6,bundle_myopic,True,True,True,False,False,False,"{""skus"":[""SKU-000"",""SKU-003"",""SKU-011"",""SKU-012"",""SKU-016""]}","{""error"":""PAGE_BEFORE_FIRST""}"
10,overlap_underestimated,6,age_paced,True,True,True,False,False,False,"{""skus"":[""SKU-000"",""SKU-003"",""SKU-011"",""SKU-012"",""SKU-016""]}","{""skus"":[""SKU-002"",""SKU-004"",""SKU-005"",""SKU-006"",""SKU-017"",""SKU-019"",""SKU-021""]}"
10,overlap_underestimated,7,bundle_rollout,False,False,True,False,False,False,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
10,overlap_underestimated,7,bundle_myopic,False,False,True,False,False,False,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-019""]}"
10,overlap_underestimated,7,age_paced,False,False,True,False,False,True,"{""skus"":[""SKU-019""]}","{""skus"":[""SKU-016""]}"
11,overlap_underestimated,0,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-009""]}","{""skus"":[""SKU-009""]}"
11,overlap_underestimated,0,bundle_myopic,True,True,True,False,False,True,"{""skus"":[""SKU-009""]}","{""skus"":[""SKU-016""]}"
11,overlap_underestimated,0,age_paced,False,False,False,True,False,False,"{""skus"":[""SKU-009""]}","{""skus"":[""SKU-009""]}"
11,overlap_underestimated,1,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-010"",""SKU-012"",""SKU-017"",""SKU-019""]}","{""skus"":[""SKU-010"",""SKU-012"",""SKU-017"",""SKU-019""]}"
11,overlap_underestimated,1,bundle_myopic,True,True,True,False,False,True,"{""skus"":[""SKU-010"",""SKU-012"",""SKU-017"",""SKU-019""]}","{""skus"":[""SKU-022""]}"
11,overlap_underestimated,1,age_paced,True,True,True,False,False,True,"{""skus"":[""SKU-010"",""SKU-012"",""SKU-017"",""SKU-019""]}","{""skus"":[""SKU-022""]}"
11,overlap_underestimated,2,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,2,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,2,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-011"",""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,3,bundle_rollout,False,False,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
11,overlap_underestimated,3,bundle_myopic,True,True,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
11,overlap_underestimated,3,age_paced,True,True,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
11,overlap_underestimated,4,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,4,bundle_myopic,False,False,False,True,False,False,"{""skus"":[""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,4,age_paced,False,False,False,True,False,False,"{""skus"":[""SKU-015"",""SKU-021""]}","{""skus"":[""SKU-015"",""SKU-021""]}"
11,overlap_underestimated,5,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
11,overlap_underestimated,5,bundle_myopic,True,True,True,False,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
11,overlap_underestimated,5,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
11,overlap_underestimated,6,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-016""]}","{""skus"":[""SKU-016""]}"
11,overlap_underestimated,6,bundle_myopic,False,False,True,False,True,True,"{""skus"":[""SKU-016""]}","{""skus"":[""SKU-016""]}"
11,overlap_underestimated,6,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-016""]}","{""skus"":[""SKU-016""]}"
11,overlap_underestimated,7,bundle_rollout,False,False,False,True,False,False,"{""available_total"":83}","{""available_total"":83}"
11,overlap_underestimated,7,bundle_myopic,False,False,False,True,False,False,"{""available_total"":83}","{""available_total"":83}"
11,overlap_underestimated,7,age_paced,False,False,False,True,False,False,"{""available_total"":83}","{""available_total"":83}"
