run,logical_id,phase,attempt,prompt_tokens,completion_tokens,reasoning_tokens,latency_seconds,finish,currency_cost,requested_model,returned_model,system_fingerprint
R7C_main,primary_c00_stateless/turn_01,primary,147,1749,42,28,0.9704048749990761,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_stateless/turn_02,primary,148,1785,51,10,0.9441613331437111,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_stateless/turn_03,primary,149,1869,74,15,0.921254166867584,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_inherited/turn_00,repeat,150,1890,66,46,1.0006552499253303,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_inherited/turn_01,repeat,151,2011,154,104,1.4823507089167833,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_inherited/turn_02,repeat,152,2083,120,54,1.3146358751691878,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_stateless/turn_00,repeat,153,1642,82,62,1.0409200831782073,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_stateless/turn_01,repeat,154,1749,58,44,1.4225005418993533,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_stateless/turn_02,repeat,155,1785,51,10,1.0731665410567075,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_stateless/turn_03,repeat,156,1870,43,9,0.9214985410217196,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_inherited/turn_00,repeat,157,1847,108,88,0.8404650420416147,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_inherited/turn_01,repeat,158,1954,82,41,0.8438275831285864,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_inherited/turn_02,repeat,159,2037,68,9,1.123787541873753,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_resolve_rule/turn_00,repeat,160,1934,57,37,0.7501586249563843,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_resolve_rule/turn_01,repeat,161,2041,147,106,1.802639374975115,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c02_resolve_rule/turn_02,repeat,162,2127,47,7,0.9113371658604592,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_resolve_rule/turn_00,repeat,163,1977,110,90,1.0384200420230627,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_resolve_rule/turn_01,repeat,164,2098,131,81,0.8905231249518692,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_resolve_rule/turn_02,repeat,165,2170,117,53,1.2526724999770522,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_stateless/turn_00,repeat,166,1626,46,26,0.8586910001467913,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_stateless/turn_01,repeat,167,1747,85,35,0.9804731670301408,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,repeat_c10_stateless/turn_02,repeat,168,1819,76,19,1.330521292053163,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
