logical_id,method,replicate,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r4/api/5/3/bundle_rollout/primary,bundle_rollout,primary,5,3,ok,stop,358,272,0,231,41,[],1.2149392089340836,,UNKNOWN,prices_unknown
r4/api/5/3/recheck_joint/primary,recheck_joint,primary,5,3,ok,stop,358,239,128,198,41,[],1.5419434590730816,,UNKNOWN,prices_unknown
r4/api/5/3/recheck_joint/repeat,recheck_joint,repeat,5,3,ok,stop,358,223,128,182,41,[],1.2717154580168426,,UNKNOWN,prices_unknown
r4/api/5/3/bundle_myopic/primary,bundle_myopic,primary,5,3,ok,stop,358,252,128,211,41,[],1.8962255830410868,,UNKNOWN,prices_unknown
r4/api/5/3/bundle_myopic/repeat,bundle_myopic,repeat,5,3,ok,stop,358,182,128,141,41,[],1.2529371248092502,,UNKNOWN,prices_unknown
r4/api/5/3/age_paced/primary,age_paced,primary,5,3,ok,stop,358,237,0,196,41,[],1.4584820410236716,,UNKNOWN,prices_unknown
r4/api/5/4/recheck_joint/primary,recheck_joint,primary,5,4,ok,stop,358,196,0,155,41,[],1.000499292043969,,UNKNOWN,prices_unknown
r4/api/5/4/bundle_myopic/primary,bundle_myopic,primary,5,4,ok,stop,358,290,128,249,41,[],2.0110038749407977,,UNKNOWN,prices_unknown
r4/api/5/4/age_paced/primary,age_paced,primary,5,4,ok,stop,358,253,0,212,41,[],1.546396333957091,,UNKNOWN,prices_unknown
r4/api/5/4/bundle_rollout/primary,bundle_rollout,primary,5,4,ok,stop,358,241,128,200,41,[],1.363373416941613,,UNKNOWN,prices_unknown
r4/api/5/5/bundle_myopic/primary,bundle_myopic,primary,5,5,ok,stop,358,334,128,293,41,[],1.9038325410801917,,UNKNOWN,prices_unknown
r4/api/5/5/age_paced/primary,age_paced,primary,5,5,ok,stop,358,257,0,216,41,[],1.7555656658951193,,UNKNOWN,prices_unknown
r4/api/5/5/bundle_rollout/primary,bundle_rollout,primary,5,5,ok,stop,358,210,0,169,41,[],1.197142125107348,,UNKNOWN,prices_unknown
r4/api/5/5/recheck_joint/primary,recheck_joint,primary,5,5,ok,stop,358,217,128,176,41,[],1.1973410418722779,,UNKNOWN,prices_unknown
r4/api/5/6/age_paced/primary,age_paced,primary,5,6,ok,stop,358,236,0,195,41,[],1.3171767089515924,,UNKNOWN,prices_unknown
r4/api/5/6/bundle_rollout/primary,bundle_rollout,primary,5,6,ok,stop,358,197,0,156,41,[],1.454815792152658,,UNKNOWN,prices_unknown
r4/api/5/6/recheck_joint/primary,recheck_joint,primary,5,6,ok,stop,358,251,128,210,41,[],2.105603874893859,,UNKNOWN,prices_unknown
r4/api/5/6/bundle_myopic/primary,bundle_myopic,primary,5,6,ok,stop,358,236,0,195,41,[],2.3509390829131007,,UNKNOWN,prices_unknown
r4/api/5/7/bundle_rollout/primary,bundle_rollout,primary,5,7,ok,stop,332,229,0,183,46,[],1.3705160841345787,,UNKNOWN,prices_unknown
r4/api/5/7/recheck_joint/primary,recheck_joint,primary,5,7,ok,stop,332,335,128,289,46,[],2.1124001669231802,,UNKNOWN,prices_unknown
r4/api/5/7/bundle_myopic/primary,bundle_myopic,primary,5,7,ok,stop,332,433,128,387,46,[],2.4171442920342088,,UNKNOWN,prices_unknown
r4/api/5/7/age_paced/primary,age_paced,primary,5,7,ok,stop,332,334,128,288,46,[],1.8005228750407696,,UNKNOWN,prices_unknown
r4/api/6/0/recheck_joint/primary,recheck_joint,primary,6,0,ok,stop,313,841,128,813,28,[],3.3933627079240978,,UNKNOWN,prices_unknown
r4/api/6/0/age_paced/primary,age_paced,primary,6,0,ok,stop,313,246,128,218,28,[],1.7390524169895798,,UNKNOWN,prices_unknown
r4/api/6/0/bundle_myopic/primary,bundle_myopic,primary,6,0,ok,stop,313,447,128,419,28,[],1.9594511250033975,,UNKNOWN,prices_unknown
r4/api/6/0/bundle_rollout/primary,bundle_rollout,primary,6,0,ok,stop,313,333,128,305,28,[],2.3490354591049254,,UNKNOWN,prices_unknown
r4/api/6/1/age_paced/primary,age_paced,primary,6,1,ok,stop,331,318,0,273,45,[],1.419761124998331,,UNKNOWN,prices_unknown
r4/api/6/1/bundle_myopic/primary,bundle_myopic,primary,6,1,ok,stop,331,125,128,80,45,[],1.3889796249568462,,UNKNOWN,prices_unknown
r4/api/6/1/bundle_rollout/primary,bundle_rollout,primary,6,1,ok,stop,331,155,128,110,45,[],1.4461911669932306,,UNKNOWN,prices_unknown
r4/api/6/1/recheck_joint/primary,recheck_joint,primary,6,1,ok,stop,331,109,128,64,45,[],0.9554227918852121,,UNKNOWN,prices_unknown
r4/api/6/2/bundle_myopic/primary,bundle_myopic,primary,6,2,ok,stop,331,1113,0,1068,45,[],4.7559626249130815,,UNKNOWN,prices_unknown
r4/api/6/2/bundle_rollout/primary,bundle_rollout,primary,6,2,ok,stop,331,370,128,325,45,[],1.8624343748670071,,UNKNOWN,prices_unknown
r4/api/6/2/recheck_joint/primary,recheck_joint,primary,6,2,ok,stop,331,215,128,170,45,[],1.17676716693677,,UNKNOWN,prices_unknown
r4/api/6/2/age_paced/primary,age_paced,primary,6,2,ok,stop,331,272,128,227,45,[],1.2942743329331279,,UNKNOWN,prices_unknown
r4/api/6/3/bundle_rollout/primary,bundle_rollout,primary,6,3,ok,stop,331,340,0,295,45,[],1.9833581659477204,,UNKNOWN,prices_unknown
r4/api/6/3/recheck_joint/primary,recheck_joint,primary,6,3,ok,stop,331,384,128,339,45,[],1.8816230839584023,,UNKNOWN,prices_unknown
r4/api/6/3/recheck_joint/repeat,recheck_joint,repeat,6,3,ok,stop,331,161,128,116,45,[],1.4710763751063496,,UNKNOWN,prices_unknown
r4/api/6/3/age_paced/primary,age_paced,primary,6,3,ok,stop,331,202,128,157,45,[],1.8278500000014901,,UNKNOWN,prices_unknown
r4/api/6/3/bundle_myopic/primary,bundle_myopic,primary,6,3,ok,stop,331,186,128,141,45,[],1.209626458818093,,UNKNOWN,prices_unknown
r4/api/6/3/bundle_myopic/repeat,bundle_myopic,repeat,6,3,ok,stop,331,380,128,335,45,[],1.9526214159559458,,UNKNOWN,prices_unknown
r4/api/6/4/recheck_joint/primary,recheck_joint,primary,6,4,ok,stop,331,151,0,106,45,[],1.298240500036627,,UNKNOWN,prices_unknown
r4/api/6/4/age_paced/primary,age_paced,primary,6,4,ok,stop,331,211,128,166,45,[],1.588480707956478,,UNKNOWN,prices_unknown
r4/api/6/4/bundle_myopic/primary,bundle_myopic,primary,6,4,ok,stop,331,221,128,176,45,[],1.3993902918882668,,UNKNOWN,prices_unknown
r4/api/6/4/bundle_rollout/primary,bundle_rollout,primary,6,4,ok,stop,331,159,128,114,45,[],1.3066491670906544,,UNKNOWN,prices_unknown
r4/api/6/5/age_paced/primary,age_paced,primary,6,5,ok,stop,331,223,0,178,45,[],1.584626958006993,,UNKNOWN,prices_unknown
r4/api/6/5/bundle_myopic/primary,bundle_myopic,primary,6,5,ok,stop,331,211,128,166,45,[],1.0129690419416875,,UNKNOWN,prices_unknown
r4/api/6/5/bundle_rollout/primary,bundle_rollout,primary,6,5,ok,stop,331,460,128,415,45,[],2.340414000209421,,UNKNOWN,prices_unknown
r4/api/6/5/recheck_joint/primary,recheck_joint,primary,6,5,ok,stop,331,873,128,828,45,[],3.401965083088726,,UNKNOWN,prices_unknown
r4/api/6/6/bundle_myopic/primary,bundle_myopic,primary,6,6,ok,stop,331,213,0,168,45,[],1.0747445421293378,,UNKNOWN,prices_unknown
r4/api/6/6/bundle_rollout/primary,bundle_rollout,primary,6,6,ok,stop,331,617,128,572,45,[],3.088605249999091,,UNKNOWN,prices_unknown
r4/api/6/6/recheck_joint/primary,recheck_joint,primary,6,6,ok,stop,331,182,128,137,45,[],1.1825427080038935,,UNKNOWN,prices_unknown
r4/api/6/6/age_paced/primary,age_paced,primary,6,6,ok,stop,331,340,128,295,45,[],1.838936666958034,,UNKNOWN,prices_unknown
r4/api/6/7/bundle_rollout/primary,bundle_rollout,primary,6,7,ok,stop,331,865,0,820,45,[],3.6019587498158216,,UNKNOWN,prices_unknown
r4/api/6/7/recheck_joint/primary,recheck_joint,primary,6,7,ok,stop,331,843,128,798,45,[],4.0202585000079125,,UNKNOWN,prices_unknown
r4/api/6/7/age_paced/primary,age_paced,primary,6,7,ok,stop,331,297,128,252,45,[],1.7116782909724861,,UNKNOWN,prices_unknown
r4/api/6/7/bundle_myopic/primary,bundle_myopic,primary,6,7,ok,stop,331,322,128,277,45,[],1.9326946251094341,,UNKNOWN,prices_unknown
r4/api/7/0/recheck_joint/primary,recheck_joint,primary,7,0,ok,stop,331,636,0,591,45,[],2.760035209124908,,UNKNOWN,prices_unknown
r4/api/7/0/bundle_myopic/primary,bundle_myopic,primary,7,0,ok,stop,331,317,128,272,45,[],1.8087614171672612,,UNKNOWN,prices_unknown
r4/api/7/0/bundle_rollout/primary,bundle_rollout,primary,7,0,ok,stop,331,594,128,549,45,[],2.81618958292529,,UNKNOWN,prices_unknown
r4/api/7/0/age_paced/primary,age_paced,primary,7,0,ok,stop,331,212,128,167,45,[],1.3264044581446797,,UNKNOWN,prices_unknown
r4/api/7/1/bundle_myopic/primary,bundle_myopic,primary,7,1,ok,stop,313,215,128,187,28,[],1.961980374995619,,UNKNOWN,prices_unknown
r4/api/7/1/bundle_rollout/primary,bundle_rollout,primary,7,1,ok,stop,313,344,128,316,28,[],1.8314853748306632,,UNKNOWN,prices_unknown
r4/api/7/1/age_paced/primary,age_paced,primary,7,1,ok,stop,313,226,128,198,28,[],1.635167749831453,,UNKNOWN,prices_unknown
r4/api/7/1/recheck_joint/primary,recheck_joint,primary,7,1,ok,stop,313,182,128,154,28,[],1.3893555828835815,,UNKNOWN,prices_unknown
r4/api/7/2/bundle_rollout/primary,bundle_rollout,primary,7,2,ok,stop,313,390,128,362,28,[],2.079040499869734,,UNKNOWN,prices_unknown
r4/api/7/2/age_paced/primary,age_paced,primary,7,2,ok,stop,313,1147,128,1119,28,[],5.055193375097588,,UNKNOWN,prices_unknown
r4/api/7/2/recheck_joint/primary,recheck_joint,primary,7,2,ok,stop,313,397,128,369,28,[],1.7347125827800483,,UNKNOWN,prices_unknown
r4/api/7/2/bundle_myopic/primary,bundle_myopic,primary,7,2,ok,stop,313,274,128,246,28,[],1.9139052499085665,,UNKNOWN,prices_unknown
r4/api/7/3/age_paced/primary,age_paced,primary,7,3,ok,stop,313,290,128,262,28,[],1.4078550830017775,,UNKNOWN,prices_unknown
r4/api/7/3/recheck_joint/primary,recheck_joint,primary,7,3,ok,stop,313,326,128,298,28,[],1.8121365830302238,,UNKNOWN,prices_unknown
r4/api/7/3/recheck_joint/repeat,recheck_joint,repeat,7,3,ok,stop,313,248,128,220,28,[],1.6006997080985457,,UNKNOWN,prices_unknown
r4/api/7/3/bundle_myopic/primary,bundle_myopic,primary,7,3,ok,stop,313,299,128,271,28,[],1.4815891669131815,,UNKNOWN,prices_unknown
r4/api/7/3/bundle_myopic/repeat,bundle_myopic,repeat,7,3,ok,stop,313,464,128,436,28,[],2.2896447910461575,,UNKNOWN,prices_unknown
r4/api/7/3/bundle_rollout/primary,bundle_rollout,primary,7,3,ok,stop,313,271,128,243,28,[],1.5294244170654565,,UNKNOWN,prices_unknown
r4/api/7/4/recheck_joint/primary,recheck_joint,primary,7,4,ok,stop,313,219,128,191,28,[],1.5896280840970576,,UNKNOWN,prices_unknown
r4/api/7/4/bundle_myopic/primary,bundle_myopic,primary,7,4,ok,stop,313,293,128,265,28,[],1.7408091248944402,,UNKNOWN,prices_unknown
r4/api/7/4/bundle_rollout/primary,bundle_rollout,primary,7,4,ok,stop,313,276,128,248,28,[],1.7576907090842724,,UNKNOWN,prices_unknown
r4/api/7/4/age_paced/primary,age_paced,primary,7,4,ok,stop,313,128,128,100,28,[],0.9085400418844074,,UNKNOWN,prices_unknown
r4/api/7/5/bundle_myopic/primary,bundle_myopic,primary,7,5,ok,stop,313,485,128,457,28,[],2.7223068340681493,,UNKNOWN,prices_unknown
r4/api/7/5/bundle_rollout/primary,bundle_rollout,primary,7,5,ok,stop,313,226,128,198,28,[],1.4724721249658614,,UNKNOWN,prices_unknown
r4/api/7/5/age_paced/primary,age_paced,primary,7,5,ok,stop,313,232,128,204,28,[],1.4087034589610994,,UNKNOWN,prices_unknown
r4/api/7/5/recheck_joint/primary,recheck_joint,primary,7,5,ok,stop,313,215,128,187,28,[],1.0720253749750555,,UNKNOWN,prices_unknown
r4/api/7/6/bundle_rollout/primary,bundle_rollout,primary,7,6,ok,stop,313,230,128,202,28,[],1.489456709008664,,UNKNOWN,prices_unknown
r4/api/7/6/age_paced/primary,age_paced,primary,7,6,ok,stop,313,160,128,132,28,[],1.3813524590805173,,UNKNOWN,prices_unknown
r4/api/7/6/recheck_joint/primary,recheck_joint,primary,7,6,ok,stop,313,235,128,207,28,[],1.4894503748510033,,UNKNOWN,prices_unknown
r4/api/7/6/bundle_myopic/primary,bundle_myopic,primary,7,6,ok,stop,313,267,128,239,28,[],1.4497967921197414,,UNKNOWN,prices_unknown
r4/api/7/7/age_paced/primary,age_paced,primary,7,7,ok,stop,357,271,0,231,40,[],1.7667136250529438,,UNKNOWN,prices_unknown
r4/api/7/7/recheck_joint/primary,recheck_joint,primary,7,7,ok,stop,357,154,128,114,40,[],1.1095135828945786,,UNKNOWN,prices_unknown
r4/api/7/7/bundle_myopic/primary,bundle_myopic,primary,7,7,ok,stop,357,140,128,100,40,[],1.3393436670303345,,UNKNOWN,prices_unknown
r4/api/7/7/bundle_rollout/primary,bundle_rollout,primary,7,7,ok,stop,357,295,128,255,40,[],1.6589809169527143,,UNKNOWN,prices_unknown
r4/api/8/0/bundle_myopic/primary,bundle_myopic,primary,8,0,ok,stop,357,295,0,233,62,[],1.5339731669519097,,UNKNOWN,prices_unknown
r4/api/8/0/recheck_joint/primary,recheck_joint,primary,8,0,ok,stop,357,246,128,206,40,[],1.7584867919795215,,UNKNOWN,prices_unknown
r4/api/8/0/bundle_rollout/primary,bundle_rollout,primary,8,0,ok,stop,357,262,128,222,40,[],1.5634710830636322,,UNKNOWN,prices_unknown
r4/api/8/0/age_paced/primary,age_paced,primary,8,0,ok,stop,357,189,128,149,40,[],1.5521943329367787,,UNKNOWN,prices_unknown
r4/api/8/1/recheck_joint/primary,recheck_joint,primary,8,1,ok,stop,357,222,0,160,62,[],1.9721588750835508,,UNKNOWN,prices_unknown
r4/api/8/1/bundle_rollout/primary,bundle_rollout,primary,8,1,ok,stop,357,271,128,209,62,[],1.4304914998356253,,UNKNOWN,prices_unknown
r4/api/8/1/age_paced/primary,age_paced,primary,8,1,ok,stop,357,166,128,126,40,[],0.928508082870394,,UNKNOWN,prices_unknown
r4/api/8/1/bundle_myopic/primary,bundle_myopic,primary,8,1,ok,stop,357,195,128,155,40,[],1.1067101249936968,,UNKNOWN,prices_unknown
r4/api/8/2/bundle_rollout/primary,bundle_rollout,primary,8,2,ok,stop,357,259,0,219,40,[],1.2465474579948932,,UNKNOWN,prices_unknown
r4/api/8/2/age_paced/primary,age_paced,primary,8,2,ok,stop,357,183,128,143,40,[],0.9880870000924915,,UNKNOWN,prices_unknown
r4/api/8/2/bundle_myopic/primary,bundle_myopic,primary,8,2,ok,stop,357,216,128,176,40,[],1.727776792133227,,UNKNOWN,prices_unknown
r4/api/8/2/recheck_joint/primary,recheck_joint,primary,8,2,ok,stop,357,265,128,225,40,[],1.5407693330198526,,UNKNOWN,prices_unknown
r4/api/8/3/age_paced/primary,age_paced,primary,8,3,ok,stop,357,214,0,174,40,[],1.1047162499744445,,UNKNOWN,prices_unknown
r4/api/8/3/bundle_myopic/primary,bundle_myopic,primary,8,3,ok,stop,357,240,128,200,40,[],1.3270202078856528,,UNKNOWN,prices_unknown
r4/api/8/3/bundle_myopic/repeat,bundle_myopic,repeat,8,3,ok,stop,357,212,128,172,40,[],1.6931858339812607,,UNKNOWN,prices_unknown
r4/api/8/3/recheck_joint/primary,recheck_joint,primary,8,3,ok,stop,357,138,128,98,40,[],0.9494869171176106,,UNKNOWN,prices_unknown
r4/api/8/3/recheck_joint/repeat,recheck_joint,repeat,8,3,ok,stop,357,248,128,208,40,[],1.1905173331033438,,UNKNOWN,prices_unknown
r4/api/8/3/bundle_rollout/primary,bundle_rollout,primary,8,3,ok,stop,357,163,128,123,40,[],1.9284908750560135,,UNKNOWN,prices_unknown
r4/api/8/4/bundle_myopic/primary,bundle_myopic,primary,8,4,ok,stop,357,219,128,179,40,[],1.5529340000357479,,UNKNOWN,prices_unknown
r4/api/8/4/recheck_joint/primary,recheck_joint,primary,8,4,ok,stop,357,283,128,243,40,[],1.596634916961193,,UNKNOWN,prices_unknown
r4/api/8/4/bundle_rollout/primary,bundle_rollout,primary,8,4,ok,stop,357,196,128,156,40,[],1.42984554101713,,UNKNOWN,prices_unknown
r4/api/8/4/age_paced/primary,age_paced,primary,8,4,ok,stop,357,258,128,218,40,[],1.4883553751278669,,UNKNOWN,prices_unknown
r4/api/8/5/recheck_joint/primary,recheck_joint,primary,8,5,ok,stop,357,191,128,151,40,[],1.8932112909387797,,UNKNOWN,prices_unknown
r4/api/8/5/bundle_rollout/primary,bundle_rollout,primary,8,5,ok,stop,357,137,128,97,40,[],1.1888482500799,,UNKNOWN,prices_unknown
r4/api/8/5/age_paced/primary,age_paced,primary,8,5,ok,stop,357,215,128,175,40,[],1.0710132499225438,,UNKNOWN,prices_unknown
r4/api/8/5/bundle_myopic/primary,bundle_myopic,primary,8,5,ok,stop,357,243,128,203,40,[],1.6336135829333216,,UNKNOWN,prices_unknown
r4/api/8/6/bundle_rollout/primary,bundle_rollout,primary,8,6,ok,stop,357,305,128,265,40,[],1.382615374866873,,UNKNOWN,prices_unknown
r4/api/8/6/age_paced/primary,age_paced,primary,8,6,ok,stop,357,238,128,198,40,[],1.2965987080242485,,UNKNOWN,prices_unknown
r4/api/8/6/bundle_myopic/primary,bundle_myopic,primary,8,6,ok,stop,357,267,128,227,40,[],1.4764958750456572,,UNKNOWN,prices_unknown
r4/api/8/6/recheck_joint/primary,recheck_joint,primary,8,6,ok,stop,357,320,128,280,40,[],1.6682910409290344,,UNKNOWN,prices_unknown
r4/api/8/7/age_paced/primary,age_paced,primary,8,7,ok,stop,357,186,128,146,40,[],1.138179250061512,,UNKNOWN,prices_unknown
r4/api/8/7/bundle_myopic/primary,bundle_myopic,primary,8,7,ok,stop,357,246,128,206,40,[],1.6087294579483569,,UNKNOWN,prices_unknown
r4/api/8/7/recheck_joint/primary,recheck_joint,primary,8,7,ok,stop,357,239,128,199,40,[],1.52645825012587,,UNKNOWN,prices_unknown
r4/api/8/7/bundle_rollout/primary,bundle_rollout,primary,8,7,ok,stop,357,219,128,179,40,[],1.4239058748353273,,UNKNOWN,prices_unknown
r4/api/9/0/recheck_joint/primary,recheck_joint,primary,9,0,ok,stop,313,327,0,299,28,[],1.6059106669854373,,UNKNOWN,prices_unknown
r4/api/9/0/bundle_myopic/primary,bundle_myopic,primary,9,0,ok,stop,313,434,128,406,28,[],2.3246131660416722,,UNKNOWN,prices_unknown
r4/api/9/0/age_paced/primary,age_paced,primary,9,0,ok,stop,313,208,128,180,28,[],1.3531558748800308,,UNKNOWN,prices_unknown
r4/api/9/0/bundle_rollout/primary,bundle_rollout,primary,9,0,ok,stop,313,374,128,346,28,[],2.0225718750152737,,UNKNOWN,prices_unknown
r4/api/9/1/bundle_myopic/primary,bundle_myopic,primary,9,1,ok,stop,313,720,128,692,28,[],3.188764499966055,,UNKNOWN,prices_unknown
r4/api/9/1/age_paced/primary,age_paced,primary,9,1,ok,stop,313,138,128,110,28,[],1.056227874942124,,UNKNOWN,prices_unknown
r4/api/9/1/bundle_rollout/primary,bundle_rollout,primary,9,1,ok,stop,313,233,128,205,28,[],1.447476499946788,,UNKNOWN,prices_unknown
r4/api/9/1/recheck_joint/primary,recheck_joint,primary,9,1,ok,stop,313,339,128,311,28,[],1.766875582979992,,UNKNOWN,prices_unknown
r4/api/9/2/age_paced/primary,age_paced,primary,9,2,ok,stop,313,272,128,244,28,[],2.014967459021136,,UNKNOWN,prices_unknown
r4/api/9/2/bundle_rollout/primary,bundle_rollout,primary,9,2,ok,stop,313,450,128,422,28,[],1.850900165969506,,UNKNOWN,prices_unknown
r4/api/9/2/recheck_joint/primary,recheck_joint,primary,9,2,ok,stop,313,264,128,236,28,[],1.6070364159531891,,UNKNOWN,prices_unknown
r4/api/9/2/bundle_myopic/primary,bundle_myopic,primary,9,2,ok,stop,313,337,128,309,28,[],1.6666156249120831,,UNKNOWN,prices_unknown
r4/api/9/3/bundle_rollout/primary,bundle_rollout,primary,9,3,ok,stop,313,493,128,465,28,[],2.08982004201971,,UNKNOWN,prices_unknown
r4/api/9/3/recheck_joint/primary,recheck_joint,primary,9,3,ok,stop,313,372,128,344,28,[],1.9085018329788,,UNKNOWN,prices_unknown
r4/api/9/3/recheck_joint/repeat,recheck_joint,repeat,9,3,ok,stop,313,204,128,176,28,[],1.5272516252007335,,UNKNOWN,prices_unknown
r4/api/9/3/bundle_myopic/primary,bundle_myopic,primary,9,3,ok,stop,313,255,128,227,28,[],1.6506457498762757,,UNKNOWN,prices_unknown
r4/api/9/3/bundle_myopic/repeat,bundle_myopic,repeat,9,3,ok,stop,313,253,128,225,28,[],1.7516579998191446,,UNKNOWN,prices_unknown
r4/api/9/3/age_paced/primary,age_paced,primary,9,3,ok,stop,313,313,128,285,28,[],1.5844487908761948,,UNKNOWN,prices_unknown
r4/api/9/4/recheck_joint/primary,recheck_joint,primary,9,4,ok,stop,332,291,0,245,46,[],1.5207042500842363,,UNKNOWN,prices_unknown
r4/api/9/4/bundle_myopic/primary,bundle_myopic,primary,9,4,ok,stop,331,311,0,266,45,[],1.749219415942207,,UNKNOWN,prices_unknown
r4/api/9/4/age_paced/primary,age_paced,primary,9,4,ok,stop,331,320,128,275,45,[],1.5368272908963263,,UNKNOWN,prices_unknown
r4/api/9/4/bundle_rollout/primary,bundle_rollout,primary,9,4,ok,stop,332,204,128,158,46,[],1.435914458008483,,UNKNOWN,prices_unknown
r4/api/9/5/bundle_myopic/primary,bundle_myopic,primary,9,5,ok,stop,331,206,0,161,45,[],1.4782192090060562,,UNKNOWN,prices_unknown
r4/api/9/5/age_paced/primary,age_paced,primary,9,5,ok,stop,332,159,0,113,46,[],1.015199749963358,,UNKNOWN,prices_unknown
r4/api/9/5/bundle_rollout/primary,bundle_rollout,primary,9,5,ok,stop,332,397,128,351,46,[],2.1837337089236826,,UNKNOWN,prices_unknown
r4/api/9/5/recheck_joint/primary,recheck_joint,primary,9,5,ok,stop,332,473,128,427,46,[],2.3442634579259902,,UNKNOWN,prices_unknown
r4/api/9/6/age_paced/primary,age_paced,primary,9,6,ok,stop,332,739,0,693,46,[],3.3266176669858396,,UNKNOWN,prices_unknown
r4/api/9/6/bundle_rollout/primary,bundle_rollout,primary,9,6,ok,stop,332,290,128,244,46,[],1.5955224169883877,,UNKNOWN,prices_unknown
r4/api/9/6/recheck_joint/primary,recheck_joint,primary,9,6,ok,stop,332,422,128,376,46,[],2.1486977499444038,,UNKNOWN,prices_unknown
r4/api/9/6/bundle_myopic/primary,bundle_myopic,primary,9,6,ok,stop,331,402,0,357,45,[],2.6239823328796774,,UNKNOWN,prices_unknown
r4/api/9/7/bundle_rollout/primary,bundle_rollout,primary,9,7,ok,stop,313,310,0,266,44,[],1.7545729170087725,,UNKNOWN,prices_unknown
r4/api/9/7/recheck_joint/primary,recheck_joint,primary,9,7,ok,stop,313,489,128,461,28,[],1.9660732089541852,,UNKNOWN,prices_unknown
r4/api/9/7/bundle_myopic/primary,bundle_myopic,primary,9,7,ok,stop,313,444,128,400,44,[],1.9615459172055125,,UNKNOWN,prices_unknown
r4/api/9/7/age_paced/primary,age_paced,primary,9,7,ok,stop,313,293,128,265,28,[],1.7609902920667082,,UNKNOWN,prices_unknown
r4/api/10/0/recheck_joint/primary,recheck_joint,primary,10,0,ok,stop,331,522,0,477,45,[],2.8679272499866784,,UNKNOWN,prices_unknown
r4/api/10/0/age_paced/primary,age_paced,primary,10,0,ok,stop,331,423,128,378,45,[],2.1105290420819074,,UNKNOWN,prices_unknown
r4/api/10/0/bundle_rollout/primary,bundle_rollout,primary,10,0,ok,stop,331,334,128,289,45,[],1.7992304998915642,,UNKNOWN,prices_unknown
r4/api/10/0/bundle_myopic/primary,bundle_myopic,primary,10,0,ok,stop,331,159,128,114,45,[],1.9721835830714554,,UNKNOWN,prices_unknown
r4/api/10/1/age_paced/primary,age_paced,primary,10,1,ok,stop,331,377,0,332,45,[],1.813862666953355,,UNKNOWN,prices_unknown
r4/api/10/1/bundle_rollout/primary,bundle_rollout,primary,10,1,ok,stop,331,293,128,248,45,[],1.7515975828282535,,UNKNOWN,prices_unknown
r4/api/10/1/bundle_myopic/primary,bundle_myopic,primary,10,1,ok,stop,331,187,128,142,45,[],1.2064212921541184,,UNKNOWN,prices_unknown
r4/api/10/1/recheck_joint/primary,recheck_joint,primary,10,1,ok,stop,331,934,128,889,45,[],4.02590150013566,,UNKNOWN,prices_unknown
r4/api/10/2/bundle_rollout/primary,bundle_rollout,primary,10,2,ok,stop,331,214,0,169,45,[],1.1044361249078065,,UNKNOWN,prices_unknown
r4/api/10/2/bundle_myopic/primary,bundle_myopic,primary,10,2,ok,stop,331,479,128,434,45,[],2.0672402081545442,,UNKNOWN,prices_unknown
r4/api/10/2/recheck_joint/primary,recheck_joint,primary,10,2,ok,stop,331,229,128,184,45,[],1.6233661668375134,,UNKNOWN,prices_unknown
r4/api/10/2/age_paced/primary,age_paced,primary,10,2,ok,stop,331,249,128,204,45,[],1.5910069171804935,,UNKNOWN,prices_unknown
r4/api/10/3/bundle_myopic/primary,bundle_myopic,primary,10,3,ok,stop,331,698,0,653,45,[],3.1398809999227524,,UNKNOWN,prices_unknown
r4/api/10/3/bundle_myopic/repeat,bundle_myopic,repeat,10,3,ok,stop,331,158,128,113,45,[],0.9041743748821318,,UNKNOWN,prices_unknown
r4/api/10/3/recheck_joint/primary,recheck_joint,primary,10,3,ok,stop,331,244,128,199,45,[],1.235547374933958,,UNKNOWN,prices_unknown
r4/api/10/3/recheck_joint/repeat,recheck_joint,repeat,10,3,ok,stop,331,185,128,140,45,[],1.3153108328115195,,UNKNOWN,prices_unknown
r4/api/10/3/age_paced/primary,age_paced,primary,10,3,ok,stop,331,229,128,184,45,[],1.127724250080064,,UNKNOWN,prices_unknown
r4/api/10/3/bundle_rollout/primary,bundle_rollout,primary,10,3,ok,stop,331,152,128,107,45,[],0.9585279170423746,,UNKNOWN,prices_unknown
r4/api/10/4/recheck_joint/primary,recheck_joint,primary,10,4,ok,stop,331,247,0,202,45,[],1.5840988750569522,,UNKNOWN,prices_unknown
r4/api/10/4/age_paced/primary,age_paced,primary,10,4,ok,stop,331,162,128,117,45,[],1.2367199591826648,,UNKNOWN,prices_unknown
r4/api/10/4/bundle_rollout/primary,bundle_rollout,primary,10,4,ok,stop,331,313,128,268,45,[],2.102204167051241,,UNKNOWN,prices_unknown
r4/api/10/4/bundle_myopic/primary,bundle_myopic,primary,10,4,ok,stop,331,310,128,265,45,[],1.8146964579354972,,UNKNOWN,prices_unknown
r4/api/10/5/age_paced/primary,age_paced,primary,10,5,ok,stop,331,294,0,249,45,[],1.858097042189911,,UNKNOWN,prices_unknown
r4/api/10/5/bundle_rollout/primary,bundle_rollout,primary,10,5,ok,stop,332,212,0,166,46,[],1.4121142500080168,,UNKNOWN,prices_unknown
r4/api/10/5/bundle_myopic/primary,bundle_myopic,primary,10,5,ok,stop,331,161,128,116,45,[],1.1995389168150723,,UNKNOWN,prices_unknown
