condition,menu,method,deployment_episodes,price_per_calibration_workflow,runtime_j_per_episode,startup_proxy_per_episode,standalone_calibration_workflows,amortized_proxy_per_episode,scope
fast_drift,shared,decision_32,100,0.01,2.6015625,0.3,1904.0,3.0919624999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,decision_32,1000,0.0,2.6015625,0.3,1904.0,2.9015625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,decision_32,1000,0.001,2.6015625,0.3,1904.0,2.9034665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,decision_32,1000,0.01,2.6015625,0.3,1904.0,2.9206024999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,10,0.0,2.5703125,0.3,2992.0,2.8703125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,10,0.001,2.5703125,0.3,2992.0,3.1695124999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,10,0.01,2.5703125,0.3,2992.0,5.8623125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,100,0.0,2.5703125,0.3,2992.0,2.8703125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,100,0.001,2.5703125,0.3,2992.0,2.9002325,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,100,0.01,2.5703125,0.3,2992.0,3.1695124999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,1000,0.0,2.5703125,0.3,2992.0,2.8703125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,1000,0.001,2.5703125,0.3,2992.0,2.8733044999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,full_joint,1000,0.01,2.5703125,0.3,2992.0,2.9002325,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,10,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,10,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,10,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,100,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,100,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,100,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,1000,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,1000,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,never,1000,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,10,0.0,2.6015625,0.3,1648.0,2.9015625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,10,0.001,2.6015625,0.3,1648.0,3.0663625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,10,0.01,2.6015625,0.3,1648.0,4.5495625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,100,0.0,2.6015625,0.3,1648.0,2.9015625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,100,0.001,2.6015625,0.3,1648.0,2.9180425,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,100,0.01,2.6015625,0.3,1648.0,3.0663625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,1000,0.0,2.6015625,0.3,1648.0,2.9015625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,1000,0.001,2.6015625,0.3,1648.0,2.9032104999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_16,1000,0.01,2.6015625,0.3,1648.0,2.9180425,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,10,0.0,2.634375,0.3,1904.0,2.934375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,10,0.001,2.634375,0.3,1904.0,3.124775,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,10,0.01,2.634375,0.3,1904.0,4.838375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,100,0.0,2.634375,0.3,1904.0,2.934375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,100,0.001,2.634375,0.3,1904.0,2.953415,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,100,0.01,2.634375,0.3,1904.0,3.124775,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,1000,0.0,2.634375,0.3,1904.0,2.934375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,1000,0.001,2.634375,0.3,1904.0,2.9362790000000003,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,occupancy_32,1000,0.01,2.634375,0.3,1904.0,2.953415,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,10,0.0,2.63125,0.3,1648.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,10,0.001,2.63125,0.3,1648.0,3.0960500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,10,0.01,2.63125,0.3,1648.0,4.57925,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,100,0.0,2.63125,0.3,1648.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,100,0.001,2.63125,0.3,1648.0,2.9477300000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,100,0.01,2.63125,0.3,1648.0,3.0960500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,1000,0.0,2.63125,0.3,1648.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,1000,0.001,2.63125,0.3,1648.0,2.9328980000000002,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_16,1000,0.01,2.63125,0.3,1648.0,2.9477300000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,10,0.0,2.63125,0.3,1904.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,10,0.001,2.63125,0.3,1904.0,3.1216500000000003,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,10,0.01,2.63125,0.3,1904.0,4.83525,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,100,0.0,2.63125,0.3,1904.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,100,0.001,2.63125,0.3,1904.0,2.9502900000000003,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,100,0.01,2.63125,0.3,1904.0,3.1216500000000003,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,1000,0.0,2.63125,0.3,1904.0,2.9312500000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,1000,0.001,2.63125,0.3,1904.0,2.9331540000000005,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,random_32,1000,0.01,2.63125,0.3,1904.0,2.9502900000000003,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,10,0.0,2.6625,0.3,1392.0,2.9625000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,10,0.001,2.6625,0.3,1392.0,3.1017000000000006,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,10,0.01,2.6625,0.3,1392.0,4.3545,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,100,0.0,2.6625,0.3,1392.0,2.9625000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,100,0.001,2.6625,0.3,1392.0,2.9764200000000005,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,100,0.01,2.6625,0.3,1392.0,3.1017,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,1000,0.0,2.6625,0.3,1392.0,2.9625000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,1000,0.001,2.6625,0.3,1392.0,2.9638920000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,shared,single_only,1000,0.01,2.6625,0.3,1392.0,2.9764200000000005,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,10,0.0,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,10,0.001,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,10,0.01,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,100,0.0,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,100,0.001,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,100,0.01,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,1000,0.0,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,1000,0.001,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,any_exact,1000,0.01,3.275,0.3,0.0,3.575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,10,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,10,0.001,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,10,0.01,3.1125,0.3,1648.0,5.060499999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,100,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,100,0.001,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,100,0.01,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,1000,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,1000,0.001,3.1125,0.3,1648.0,3.4141479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_16,1000,0.01,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,10,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,10,0.001,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,10,0.01,3.1125,0.3,1904.0,5.3165,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,100,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,100,0.001,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,100,0.01,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,1000,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,1000,0.001,3.1125,0.3,1904.0,3.4144039999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,decision_32,1000,0.01,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,10,0.0,3.1125,0.3,2992.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,10,0.001,3.1125,0.3,2992.0,3.7116999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,10,0.01,3.1125,0.3,2992.0,6.4045,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,100,0.0,3.1125,0.3,2992.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,100,0.001,3.1125,0.3,2992.0,3.44242,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,100,0.01,3.1125,0.3,2992.0,3.7116999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,1000,0.0,3.1125,0.3,2992.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,1000,0.001,3.1125,0.3,2992.0,3.4154919999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,full_joint,1000,0.01,3.1125,0.3,2992.0,3.44242,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,10,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,10,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,10,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,100,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,100,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,100,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,1000,0.0,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,1000,0.001,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,never,1000,0.01,4.53125,0.3,0.0,4.83125,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,10,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,10,0.001,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,10,0.01,3.1125,0.3,1648.0,5.060499999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,100,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,100,0.001,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,100,0.01,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,1000,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,1000,0.001,3.1125,0.3,1648.0,3.4141479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_16,1000,0.01,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,10,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,10,0.001,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,10,0.01,3.1125,0.3,1904.0,5.3165,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,100,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,100,0.001,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,100,0.01,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,1000,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,1000,0.001,3.1125,0.3,1904.0,3.4144039999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,occupancy_32,1000,0.01,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,10,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,10,0.001,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,10,0.01,3.1125,0.3,1648.0,5.060499999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,100,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,100,0.001,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,100,0.01,3.1125,0.3,1648.0,3.5772999999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,1000,0.0,3.1125,0.3,1648.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,1000,0.001,3.1125,0.3,1648.0,3.4141479999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_16,1000,0.01,3.1125,0.3,1648.0,3.4289799999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,10,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,10,0.001,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,10,0.01,3.1125,0.3,1904.0,5.3165,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,100,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,100,0.001,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,100,0.01,3.1125,0.3,1904.0,3.6028999999999995,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,1000,0.0,3.1125,0.3,1904.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,1000,0.001,3.1125,0.3,1904.0,3.4144039999999998,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,random_32,1000,0.01,3.1125,0.3,1904.0,3.4315399999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,10,0.0,3.1125,0.3,1392.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,10,0.001,3.1125,0.3,1392.0,3.5517,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,10,0.01,3.1125,0.3,1392.0,4.804499999999999,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,100,0.0,3.1125,0.3,1392.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,100,0.001,3.1125,0.3,1392.0,3.42642,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,100,0.01,3.1125,0.3,1392.0,3.5516999999999994,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,1000,0.0,3.1125,0.3,1392.0,3.4124999999999996,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,1000,0.001,3.1125,0.3,1392.0,3.4138919999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
fast_drift,single,single_only,1000,0.01,3.1125,0.3,1392.0,3.42642,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,10,0.0,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,10,0.001,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,10,0.01,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,100,0.0,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,100,0.001,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,100,0.01,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,1000,0.0,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,1000,0.001,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,any_exact,1000,0.01,2.1109375,0.3,0.0,2.4109375,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,10,0.0,1.91875,0.3,1648.0,2.21875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,10,0.001,1.91875,0.3,1648.0,2.38355,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,10,0.01,1.91875,0.3,1648.0,3.86675,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,100,0.0,1.91875,0.3,1648.0,2.21875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,100,0.001,1.91875,0.3,1648.0,2.23523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,100,0.01,1.91875,0.3,1648.0,2.38355,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,1000,0.0,1.91875,0.3,1648.0,2.21875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,1000,0.001,1.91875,0.3,1648.0,2.220398,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_16,1000,0.01,1.91875,0.3,1648.0,2.23523,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,10,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,10,0.001,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,10,0.01,1.8875,0.3,1904.0,4.0915,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,100,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,100,0.001,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,100,0.01,1.8875,0.3,1904.0,2.3779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,1000,0.0,1.8875,0.3,1904.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,1000,0.001,1.8875,0.3,1904.0,2.189404,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,decision_32,1000,0.01,1.8875,0.3,1904.0,2.20654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,10,0.0,1.8875,0.3,2992.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,10,0.001,1.8875,0.3,2992.0,2.4867,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,10,0.01,1.8875,0.3,2992.0,5.1795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,100,0.0,1.8875,0.3,2992.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,100,0.001,1.8875,0.3,2992.0,2.21742,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,100,0.01,1.8875,0.3,2992.0,2.4867,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,1000,0.0,1.8875,0.3,2992.0,2.1875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,1000,0.001,1.8875,0.3,2992.0,2.190492,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,full_joint,1000,0.01,1.8875,0.3,2992.0,2.21742,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,10,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,10,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,10,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,100,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,100,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,100,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,1000,0.0,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,1000,0.001,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
matched,shared,never,1000,0.01,3.6875,0.3,0.0,3.9875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
