stream,condition,step,replicate,probe_actions_differ,actual_new_probe_action_diff,relevant_evidence_differ,request_body_differ,recheck_success,myopic_success,recheck_plan,myopic_plan,recheck_evidence,myopic_evidence,gold,recheck_answer,myopic_answer,J_delta
7,matched_high,10,primary,False,False,False,False,False,False,"{""amount_divisor"":1,""time_bound"":8}","{""amount_divisor"":1,""time_bound"":8}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":9,""total"":1009.89}","{""count"":8,""total"":1009.89}","{""count"":8,""total"":1009.89}",0.0
7,matched_high,11,primary,False,False,False,False,False,False,"{""amount_divisor"":1,""time_bound"":11}","{""amount_divisor"":1,""time_bound"":11}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":12,""total"":1009.89}","{""count"":11,""total"":1009.89}","{""count"":11,""total"":1009.89}",0.0
8,no_drift,0,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,1,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,2,primary,True,True,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.4
8,no_drift,3,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,4,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,5,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,5,repeat,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,6,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,7,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,8,primary,True,True,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.4
8,no_drift,9,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,10,primary,False,False,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",0.0
8,no_drift,11,primary,True,True,False,False,True,True,"{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""amount_divisor"":100}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}","{""count"":null,""total"":875.38}",-0.4
9,no_drift,0,primary,False,False,False,False,True,True,"{""time_bound"":9}","{""time_bound"":9}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":9,""total"":null}","{""count"":9,""total"":null}","{""count"":9,""total"":null}",0.0
9,no_drift,1,primary,False,False,False,False,True,True,"{""time_bound"":9}","{""time_bound"":9}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":9,""total"":null}","{""count"":9,""total"":null}","{""count"":9,""total"":null}",0.0
9,no_drift,2,primary,True,True,False,False,True,True,"{""time_bound"":12}","{""time_bound"":12}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":12,""total"":null}","{""count"":12,""total"":null}","{""count"":12,""total"":null}",0.4
9,no_drift,3,primary,False,False,False,False,True,True,"{""time_bound"":10}","{""time_bound"":10}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":10,""total"":null}","{""count"":10,""total"":null}","{""count"":10,""total"":null}",0.0
9,no_drift,4,primary,True,True,False,False,True,True,"{""amount_divisor"":100,""time_bound"":8}","{""amount_divisor"":100,""time_bound"":8}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":8,""total"":875.95}","{""count"":8,""total"":875.95}","{""count"":8,""total"":875.95}",0.4
9,no_drift,5,primary,True,True,False,False,True,True,"{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}",-0.4
9,no_drift,5,repeat,True,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}",0.0
9,no_drift,6,primary,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":6}","{""amount_divisor"":100,""time_bound"":6}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":6,""total"":875.95}","{""count"":6,""total"":875.95}","{""count"":6,""total"":875.95}",0.0
9,no_drift,7,primary,True,True,False,False,True,True,"{""amount_divisor"":100,""time_bound"":15}","{""amount_divisor"":100,""time_bound"":15}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":15,""total"":875.95}","{""count"":15,""total"":875.95}","{""count"":15,""total"":875.95}",0.4
9,no_drift,8,primary,True,True,False,False,True,True,"{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}","{""count"":9,""total"":875.95}",0.4
9,no_drift,9,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
9,no_drift,10,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
9,no_drift,11,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
10,no_drift,0,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}",0.0
10,no_drift,1,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}",0.0
10,no_drift,2,primary,True,True,False,False,True,True,"{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""time_bound"":15}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}","{""count"":15,""total"":1032.45}",0.8
10,no_drift,3,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}",0.0
10,no_drift,4,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":14}","{""amount_divisor"":1,""time_bound"":14}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":14,""total"":1032.45}","{""count"":14,""total"":1032.45}","{""count"":14,""total"":1032.45}",0.0
10,no_drift,5,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":7}","{""amount_divisor"":1,""time_bound"":7}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":7,""total"":1032.45}","{""count"":7,""total"":1032.45}","{""count"":7,""total"":1032.45}",0.0
10,no_drift,5,repeat,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":7}","{""amount_divisor"":1,""time_bound"":7}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":7,""total"":1032.45}","{""count"":7,""total"":1032.45}","{""count"":7,""total"":1032.45}",0.0
10,no_drift,6,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":14}","{""amount_divisor"":1,""time_bound"":14}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":14,""total"":1032.45}","{""count"":14,""total"":1032.45}","{""count"":14,""total"":1032.45}",0.0
10,no_drift,7,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":9,""total"":1032.45}","{""count"":9,""total"":1032.45}","{""count"":9,""total"":1032.45}",0.0
10,no_drift,8,primary,True,True,False,False,True,True,"{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}",0.8
10,no_drift,9,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":11}","{""amount_divisor"":1,""time_bound"":11}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":11,""total"":1032.45}","{""count"":11,""total"":1032.45}","{""count"":11,""total"":1032.45}",0.0
10,no_drift,10,primary,False,False,False,False,True,True,"{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""time_bound"":10}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}","{""count"":10,""total"":1032.45}",0.0
10,no_drift,11,primary,True,True,False,False,True,True,"{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""amount_divisor"":1,""endpoint_inclusive"":false}","{""count"":9,""total"":1032.45}","{""count"":9,""total"":1032.45}","{""count"":9,""total"":1032.45}",-0.8
11,no_drift,0,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,1,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,2,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,3,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,4,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,5,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,5,repeat,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,6,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,7,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,8,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,9,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,10,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
11,no_drift,11,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,0,primary,False,False,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}",0.0
12,underestimated_drift,1,primary,False,False,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}",0.0
12,underestimated_drift,2,primary,True,True,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}",0.4
12,underestimated_drift,3,primary,False,False,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}","{""count"":null,""total"":901.53}",0.0
12,underestimated_drift,4,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,5,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,5,repeat,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,6,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,7,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,8,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
12,underestimated_drift,9,primary,False,False,False,False,True,True,"{""time_bound"":12}","{""time_bound"":12}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":12,""total"":null}","{""count"":12,""total"":null}","{""count"":12,""total"":null}",0.0
12,underestimated_drift,10,primary,False,False,False,False,False,False,"{""time_bound"":11}","{""time_bound"":11}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":11,""total"":null}","{""count"":12,""total"":null}","{""count"":12,""total"":null}",0.0
12,underestimated_drift,11,primary,False,False,False,False,False,False,"{""time_bound"":6}","{""time_bound"":6}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":6,""total"":null}","{""count"":7,""total"":null}","{""count"":7,""total"":null}",0.0
13,underestimated_drift,0,primary,False,False,False,False,True,True,"{""time_bound"":12}","{""time_bound"":12}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":true}","{""count"":13,""total"":null}","{""count"":13,""total"":null}","{""count"":13,""total"":null}",0.0
13,underestimated_drift,1,primary,False,False,False,False,False,False,"{""time_bound"":7}","{""time_bound"":7}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":true}","{""count"":8,""total"":null}","{""count"":7,""total"":null}","{""count"":7,""total"":null}",0.0
13,underestimated_drift,2,primary,True,True,True,True,True,False,"{""time_bound"":9}","{""time_bound"":8}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":true}","{""count"":9,""total"":null}","{""count"":9,""total"":null}","{""count"":8,""total"":null}",-0.6
13,underestimated_drift,3,primary,False,False,True,True,False,True,"{""time_bound"":13}","{""time_bound"":12}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":true}","{""count"":13,""total"":null}","{""count"":14,""total"":null}","{""count"":13,""total"":null}",1.0
13,underestimated_drift,4,primary,False,False,True,True,True,False,"{""time_bound"":14}","{""time_bound"":13}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":true}","{""count"":14,""total"":null}","{""count"":14,""total"":null}","{""count"":13,""total"":null}",-1.0
13,underestimated_drift,5,primary,False,False,False,False,True,True,"{""time_bound"":10}","{""time_bound"":10}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":10,""total"":null}","{""count"":10,""total"":null}","{""count"":10,""total"":null}",0.0
13,underestimated_drift,5,repeat,False,False,False,False,True,True,"{""time_bound"":10}","{""time_bound"":10}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":10,""total"":null}","{""count"":10,""total"":null}","{""count"":10,""total"":null}",0.0
13,underestimated_drift,6,primary,False,False,False,False,True,True,"{""time_bound"":10}","{""time_bound"":10}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":10,""total"":null}","{""count"":10,""total"":null}","{""count"":10,""total"":null}",0.0
13,underestimated_drift,7,primary,False,False,False,False,False,False,"{""time_bound"":15}","{""time_bound"":15}","{""endpoint_inclusive"":false}","{""endpoint_inclusive"":false}","{""count"":15,""total"":null}","{""count"":16,""total"":null}","{""count"":16,""total"":null}",0.0
13,underestimated_drift,8,primary,True,True,True,True,True,False,"{""time_bound"":11}","{""time_bound"":12}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":false}","{""count"":12,""total"":null}","{""count"":12,""total"":null}","{""count"":13,""total"":null}",-0.6
13,underestimated_drift,9,primary,False,False,True,True,True,False,"{""time_bound"":6}","{""time_bound"":7}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":false}","{""count"":7,""total"":null}","{""count"":7,""total"":null}","{""count"":8,""total"":null}",-1.0
13,underestimated_drift,10,primary,False,False,True,True,True,False,"{""time_bound"":9}","{""time_bound"":10}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":false}","{""count"":10,""total"":null}","{""count"":10,""total"":null}","{""count"":11,""total"":null}",-1.0
13,underestimated_drift,11,primary,True,True,False,False,True,True,"{""time_bound"":5}","{""time_bound"":5}","{""endpoint_inclusive"":true}","{""endpoint_inclusive"":true}","{""count"":6,""total"":null}","{""count"":6,""total"":null}","{""count"":6,""total"":null}",-0.4
14,underestimated_drift,0,primary,False,False,False,False,False,False,"{""amount_divisor"":1,""time_bound"":8}","{""amount_divisor"":1,""time_bound"":8}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":9,""total"":1008.75}","{""count"":9,""total"":100875.0}","{""count"":9,""total"":100875.0}",0.0
14,underestimated_drift,1,primary,False,False,False,False,False,False,"{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":10,""total"":1008.75}","{""count"":10,""total"":100875.0}","{""count"":10,""total"":100875.0}",0.0
14,underestimated_drift,2,primary,True,True,True,True,True,False,"{""amount_divisor"":100,""time_bound"":12}","{""amount_divisor"":1,""time_bound"":12}","{""amount_divisor"":100,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":100875.0}",-0.19999999999999996
14,underestimated_drift,3,primary,False,False,True,True,False,False,"{""amount_divisor"":100,""time_bound"":9}","{""amount_divisor"":1,""time_bound"":9}","{""amount_divisor"":100,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":10,""total"":1008.75}","{""count"":9,""total"":1008.75}","{""count"":9,""total"":100875.0}",-1.0
14,underestimated_drift,4,primary,False,False,True,True,False,False,"{""amount_divisor"":100,""time_bound"":14}","{""amount_divisor"":1,""time_bound"":14}","{""amount_divisor"":100,""endpoint_inclusive"":true}","{""amount_divisor"":1,""endpoint_inclusive"":true}","{""count"":15,""total"":1008.75}","{""count"":14,""total"":1008.75}","{""count"":14,""total"":100875.0}",-1.0
14,underestimated_drift,5,primary,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}",0.0
14,underestimated_drift,5,repeat,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}",0.0
14,underestimated_drift,6,primary,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}",0.0
14,underestimated_drift,7,primary,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""time_bound"":13}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}","{""count"":13,""total"":1008.75}",0.0
14,underestimated_drift,8,primary,True,True,False,False,True,True,"{""amount_divisor"":100,""time_bound"":10}","{""amount_divisor"":100,""time_bound"":10}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":10,""total"":1008.75}","{""count"":10,""total"":1008.75}","{""count"":10,""total"":1008.75}",0.8
14,underestimated_drift,9,primary,False,False,False,False,True,True,"{""amount_divisor"":100,""time_bound"":12}","{""amount_divisor"":100,""time_bound"":12}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":12,""total"":1008.75}","{""count"":12,""total"":1008.75}","{""count"":12,""total"":1008.75}",0.0
14,underestimated_drift,10,primary,False,False,False,False,False,False,"{""amount_divisor"":100,""time_bound"":11}","{""amount_divisor"":100,""time_bound"":11}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""count"":11,""total"":1008.75}","{""count"":12,""total"":1008.75}","{""count"":12,""total"":1008.75}",0.0
14,underestimated_drift,11,primary,True,True,True,True,False,True,"{""amount_divisor"":100,""time_bound"":6}","{""amount_divisor"":100,""time_bound"":5}","{""amount_divisor"":100,""endpoint_inclusive"":false}","{""amount_divisor"":100,""endpoint_inclusive"":true}","{""count"":6,""total"":1008.75}","{""count"":7,""total"":1008.75}","{""count"":6,""total"":1008.75}",0.19999999999999996
15,underestimated_drift,0,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,1,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,2,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,3,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,4,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,5,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,5,repeat,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,6,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,7,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,8,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,9,primary,False,False,False,False,True,True,{},{},{},{},"{""count"":20,""total"":null}","{""count"":20,""total"":null}","{""count"":20,""total"":null}",0.0
15,underestimated_drift,10,primary,False,False,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":967.95}","{""count"":null,""total"":967.95}","{""count"":null,""total"":967.95}",0.0
15,underestimated_drift,11,primary,False,False,False,False,True,True,"{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""amount_divisor"":1}","{""count"":null,""total"":967.95}","{""count"":null,""total"":967.95}","{""count"":null,""total"":967.95}",0.0
