logical_id,method,phase,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r2/rc/1/7/myopic/answer,myopic,answer,1,7,ok,stop,247,139,0,126,13,[],1.3678945419378579,,UNKNOWN,prices_unknown
r2/rc/1/7/never/plan,never,plan,1,7,ok,stop,268,1412,0,1399,13,[],6.122217040974647,,UNKNOWN,prices_unknown
r2/rc/1/7/never/answer,never,answer,1,7,ok,stop,247,591,0,578,13,[],2.7539591658860445,,UNKNOWN,prices_unknown
r2/rc/1/8/recheck/plan,recheck,plan,1,8,ok,stop,268,338,0,325,13,[],2.116448000073433,,UNKNOWN,prices_unknown
r2/rc/1/8/recheck/answer,recheck,answer,1,8,ok,stop,247,1269,0,1256,13,[],6.005502542015165,,UNKNOWN,prices_unknown
r2/rc/1/8/always/plan,always,plan,1,8,ok,stop,268,259,0,246,13,[],1.8336839580442756,,UNKNOWN,prices_unknown
r2/rc/1/8/always/answer,always,answer,1,8,ok,stop,247,629,0,616,13,[],3.2868571660947055,,UNKNOWN,prices_unknown
r2/rc/1/8/myopic/plan,myopic,plan,1,8,ok,stop,268,167,128,154,13,[],1.5627443750854582,,UNKNOWN,prices_unknown
r2/rc/1/8/myopic/answer,myopic,answer,1,8,ok,stop,247,1443,0,1430,13,[],6.922372333006933,,UNKNOWN,prices_unknown
r2/rc/1/8/never/plan,never,plan,1,8,ok,stop,268,1008,0,995,13,[],4.676982041914016,,UNKNOWN,prices_unknown
r2/rc/1/8/never/answer,never,answer,1,8,ok,stop,247,457,0,444,13,[],2.166458416962996,,UNKNOWN,prices_unknown
r2/rc/1/8/ttl/plan,ttl,plan,1,8,ok,stop,268,271,128,258,13,[],1.7138691670261323,,UNKNOWN,prices_unknown
r2/rc/1/8/ttl/answer,ttl,answer,1,8,ok,stop,247,1264,0,1251,13,[],5.756706249900162,,UNKNOWN,prices_unknown
r2/rc/1/9/always/plan,always,plan,1,9,ok,stop,253,1165,0,1152,13,[],5.235948875080794,,UNKNOWN,prices_unknown
r2/rc/1/9/always/answer,always,answer,1,9,ok,stop,220,328,0,318,10,[],1.6529365838505328,,UNKNOWN,prices_unknown
r2/rc/1/9/myopic/plan,myopic,plan,1,9,ok,stop,253,1255,0,1242,13,[],5.701822584029287,,UNKNOWN,prices_unknown
r2/rc/1/9/myopic/answer,myopic,answer,1,9,ok,stop,220,592,0,582,10,[],2.767944916849956,,UNKNOWN,prices_unknown
r2/rc/1/9/never/plan,never,plan,1,9,ok,stop,253,1122,0,1109,13,[],5.163007459137589,,UNKNOWN,prices_unknown
r2/rc/1/9/never/answer,never,answer,1,9,ok,stop,220,1238,0,1228,10,[],6.049149833153933,,UNKNOWN,prices_unknown
r2/rc/1/9/ttl/plan,ttl,plan,1,9,ok,stop,253,357,0,344,13,[],1.7888743749354035,,UNKNOWN,prices_unknown
r2/rc/1/9/ttl/answer,ttl,answer,1,9,ok,stop,220,3893,0,3883,10,[],16.555692249909043,,UNKNOWN,prices_unknown
r2/rc/1/9/recheck/plan,recheck,plan,1,9,ok,stop,253,368,0,355,13,[],1.7865390840452164,,UNKNOWN,prices_unknown
r2/rc/1/9/recheck/answer,recheck,answer,1,9,ok,stop,220,463,0,453,10,[],2.489275250118226,,UNKNOWN,prices_unknown
r2/rc/1/10/myopic/plan,myopic,plan,1,10,ok,stop,253,439,0,426,13,[],2.541068707825616,,UNKNOWN,prices_unknown
r2/rc/1/10/myopic/answer,myopic,answer,1,10,ok,stop,220,614,0,604,10,[],3.3277954577933997,,UNKNOWN,prices_unknown
r2/rc/1/10/never/plan,never,plan,1,10,ok,stop,253,644,0,631,13,[],3.412741874810308,,UNKNOWN,prices_unknown
r2/rc/1/10/never/answer,never,answer,1,10,ok,stop,220,436,0,426,10,[],2.6072782499250025,,UNKNOWN,prices_unknown
r2/rc/1/10/ttl/plan,ttl,plan,1,10,ok,stop,253,214,0,201,13,[],1.2490127079654485,,UNKNOWN,prices_unknown
r2/rc/1/10/ttl/answer,ttl,answer,1,10,ok,stop,220,1858,0,1848,10,[],8.696753167081624,,UNKNOWN,prices_unknown
r2/rc/1/10/recheck/plan,recheck,plan,1,10,ok,stop,253,844,0,831,13,[],3.9331704168580472,,UNKNOWN,prices_unknown
r2/rc/1/10/recheck/answer,recheck,answer,1,10,ok,stop,220,405,0,395,10,[],2.431333125103265,,UNKNOWN,prices_unknown
r2/rc/1/10/always/plan,always,plan,1,10,ok,stop,253,1061,0,1048,13,[],5.321669084019959,,UNKNOWN,prices_unknown
r2/rc/1/10/always/answer,always,answer,1,10,ok,stop,220,758,0,748,10,[],3.882376375142485,,UNKNOWN,prices_unknown
r2/rc/1/11/never/plan,never,plan,1,11,ok,stop,253,599,0,586,13,[],3.2474118329118937,,UNKNOWN,prices_unknown
r2/rc/1/11/never/answer,never,answer,1,11,ok,stop,220,574,0,564,10,[],2.905803582863882,,UNKNOWN,prices_unknown
r2/rc/1/11/ttl/plan,ttl,plan,1,11,ok,stop,253,1400,0,1387,13,[],6.4966555829159915,,UNKNOWN,prices_unknown
r2/rc/1/11/ttl/answer,ttl,answer,1,11,ok,stop,220,427,0,417,10,[],2.353258040966466,,UNKNOWN,prices_unknown
r2/rc/1/11/recheck/plan,recheck,plan,1,11,ok,stop,253,677,0,664,13,[],3.357261500088498,,UNKNOWN,prices_unknown
r2/rc/1/11/recheck/answer,recheck,answer,1,11,ok,stop,220,662,0,652,10,[],3.555800125002861,,UNKNOWN,prices_unknown
r2/rc/1/11/always/plan,always,plan,1,11,ok,stop,253,1043,0,1030,13,[],4.857760957907885,,UNKNOWN,prices_unknown
r2/rc/1/11/always/answer,always,answer,1,11,ok,stop,220,1096,0,1086,10,[],5.268387249903753,,UNKNOWN,prices_unknown
r2/rc/1/11/myopic/plan,myopic,plan,1,11,ok,stop,253,1572,0,1559,13,[],7.476054958067834,,UNKNOWN,prices_unknown
r2/rc/1/11/myopic/answer,myopic,answer,1,11,ok,stop,220,398,0,388,10,[],2.3931085830554366,,UNKNOWN,prices_unknown
r2/rc/2/shared_initial,shared_prefix,shared_prefix,2,,ok,stop,209,332,0,317,15,[],1.9552515419200063,,UNKNOWN,prices_unknown
r2/rc/2/0/always/plan,always,plan,2,0,ok,stop,253,311,0,298,13,[],2.1099174169357866,,UNKNOWN,prices_unknown
r2/rc/2/0/always/answer,always,answer,2,0,ok,stop,220,2378,0,2368,10,[],11.179540208075196,,UNKNOWN,prices_unknown
r2/rc/2/0/never/plan,never,plan,2,0,ok,stop,253,179,0,166,13,[],1.3720099579077214,,UNKNOWN,prices_unknown
r2/rc/2/0/never/answer,never,answer,2,0,ok,stop,224,66,0,56,10,[],1.149200791027397,,UNKNOWN,prices_unknown
r2/rc/2/0/recheck/plan,recheck,plan,2,0,ok,stop,253,205,0,192,13,[],1.7098310829605907,,UNKNOWN,prices_unknown
r2/rc/2/0/recheck/answer,recheck,answer,2,0,ok,stop,220,2536,0,2526,10,[],12.043032666901127,,UNKNOWN,prices_unknown
r2/rc/2/0/myopic/plan,myopic,plan,2,0,ok,stop,253,305,0,292,13,[],1.671591249993071,,UNKNOWN,prices_unknown
r2/rc/2/0/myopic/answer,myopic,answer,2,0,ok,stop,220,1320,0,1310,10,[],6.427792917005718,,UNKNOWN,prices_unknown
r2/rc/2/0/ttl/plan,ttl,plan,2,0,ok,stop,253,245,0,232,13,[],1.7317597079090774,,UNKNOWN,prices_unknown
r2/rc/2/0/ttl/answer,ttl,answer,2,0,ok,stop,220,2699,0,2689,10,[],12.100562165956944,,UNKNOWN,prices_unknown
r2/rc/2/1/never/plan,never,plan,2,1,ok,stop,253,594,0,581,13,[],3.644787000026554,,UNKNOWN,prices_unknown
r2/rc/2/1/never/answer,never,answer,2,1,ok,stop,220,1185,0,1175,10,[],6.173520707990974,,UNKNOWN,prices_unknown
r2/rc/2/1/recheck/plan,recheck,plan,2,1,ok,stop,253,209,0,196,13,[],1.6292171669192612,,UNKNOWN,prices_unknown
r2/rc/2/1/recheck/answer,recheck,answer,2,1,ok,stop,220,1949,0,1939,10,[],8.493024833034724,,UNKNOWN,prices_unknown
r2/rc/2/1/myopic/plan,myopic,plan,2,1,ok,stop,253,294,0,281,13,[],2.018666167045012,,UNKNOWN,prices_unknown
r2/rc/2/1/myopic/answer,myopic,answer,2,1,ok,stop,220,1047,0,1037,10,[],5.32626033318229,,UNKNOWN,prices_unknown
r2/rc/2/1/ttl/plan,ttl,plan,2,1,ok,stop,253,233,0,220,13,[],1.4131380829494447,,UNKNOWN,prices_unknown
r2/rc/2/1/ttl/answer,ttl,answer,2,1,ok,stop,220,3511,0,3499,12,[],15.904273541877046,,UNKNOWN,prices_unknown
r2/rc/2/1/always/plan,always,plan,2,1,ok,stop,253,244,0,231,13,[],1.917113000061363,,UNKNOWN,prices_unknown
r2/rc/2/1/always/answer,always,answer,2,1,ok,stop,224,166,0,156,10,[],1.4316232500132173,,UNKNOWN,prices_unknown
r2/rc/2/2/recheck/plan,recheck,plan,2,2,ok,stop,246,468,0,455,13,[],2.462408124934882,,UNKNOWN,prices_unknown
r2/rc/2/2/recheck/answer,recheck,answer,2,2,ok,stop,216,134,0,121,13,[],1.0449221250601113,,UNKNOWN,prices_unknown
r2/rc/2/2/myopic/plan,myopic,plan,2,2,ok,stop,246,413,0,400,13,[],2.367251167073846,,UNKNOWN,prices_unknown
r2/rc/2/2/myopic/answer,myopic,answer,2,2,ok,stop,216,107,0,94,13,[],1.0723537080921233,,UNKNOWN,prices_unknown
r2/rc/2/2/ttl/plan,ttl,plan,2,2,ok,stop,246,305,0,292,13,[],2.033099208958447,,UNKNOWN,prices_unknown
r2/rc/2/2/ttl/answer,ttl,answer,2,2,ok,stop,216,102,0,89,13,[],1.4839900420047343,,UNKNOWN,prices_unknown
r2/rc/2/2/always/plan,always,plan,2,2,ok,stop,246,239,0,226,13,[],1.7618512080516666,,UNKNOWN,prices_unknown
r2/rc/2/2/always/answer,always,answer,2,2,ok,stop,216,85,0,72,13,[],1.0844094171188772,,UNKNOWN,prices_unknown
r2/rc/2/2/never/plan,never,plan,2,2,ok,stop,246,200,0,187,13,[],1.3713324160780758,,UNKNOWN,prices_unknown
r2/rc/2/2/never/answer,never,answer,2,2,ok,stop,216,102,0,89,13,[],1.1615337920375168,,UNKNOWN,prices_unknown
r2/rc/2/3/myopic/plan,myopic,plan,2,3,ok,stop,246,183,0,170,13,[],1.2067552080843598,,UNKNOWN,prices_unknown
r2/rc/2/3/myopic/answer,myopic,answer,2,3,ok,stop,216,134,0,121,13,[],1.0471060001291335,,UNKNOWN,prices_unknown
r2/rc/2/3/ttl/plan,ttl,plan,2,3,ok,stop,246,131,0,118,13,[],1.3482193751260638,,UNKNOWN,prices_unknown
r2/rc/2/3/ttl/answer,ttl,answer,2,3,ok,stop,216,136,0,123,13,[],2.0557540000882,,UNKNOWN,prices_unknown
r2/rc/2/3/always/plan,always,plan,2,3,ok,stop,246,373,0,360,13,[],2.4412580840289593,,UNKNOWN,prices_unknown
r2/rc/2/3/always/answer,always,answer,2,3,ok,stop,216,151,0,138,13,[],0.9415528341196477,,UNKNOWN,prices_unknown
r2/rc/2/3/never/plan,never,plan,2,3,ok,stop,246,245,0,232,13,[],1.4978987919166684,,UNKNOWN,prices_unknown
r2/rc/2/3/never/answer,never,answer,2,3,ok,stop,216,145,0,132,13,[],1.5583592078182846,,UNKNOWN,prices_unknown
r2/rc/2/3/recheck/plan,recheck,plan,2,3,ok,stop,246,256,0,243,13,[],1.6793362500611693,,UNKNOWN,prices_unknown
r2/rc/2/3/recheck/answer,recheck,answer,2,3,ok,stop,216,203,0,190,13,[],1.4690360410604626,,UNKNOWN,prices_unknown
r2/rc/2/4/ttl/plan,ttl,plan,2,4,ok,stop,246,231,0,218,13,[],1.7219188339076936,,UNKNOWN,prices_unknown
r2/rc/2/4/ttl/answer,ttl,answer,2,4,ok,stop,216,140,0,127,13,[],1.3881742081139237,,UNKNOWN,prices_unknown
r2/rc/2/4/always/plan,always,plan,2,4,ok,stop,246,269,0,256,13,[],1.635612583020702,,UNKNOWN,prices_unknown
r2/rc/2/4/always/answer,always,answer,2,4,ok,stop,216,119,0,106,13,[],1.0638755408581346,,UNKNOWN,prices_unknown
r2/rc/2/4/never/plan,never,plan,2,4,ok,stop,246,256,0,243,13,[],1.610418084077537,,UNKNOWN,prices_unknown
r2/rc/2/4/never/answer,never,answer,2,4,ok,stop,216,86,0,73,13,[],1.5635779579170048,,UNKNOWN,prices_unknown
r2/rc/2/4/recheck/plan,recheck,plan,2,4,ok,stop,246,231,0,218,13,[],1.5212184158153832,,UNKNOWN,prices_unknown
r2/rc/2/4/recheck/answer,recheck,answer,2,4,ok,stop,216,119,0,106,13,[],1.5379109580535442,,UNKNOWN,prices_unknown
r2/rc/2/4/myopic/plan,myopic,plan,2,4,ok,stop,246,239,0,226,13,[],1.6544997501187027,,UNKNOWN,prices_unknown
r2/rc/2/4/myopic/answer,myopic,answer,2,4,ok,stop,216,99,0,86,13,[],1.563150665955618,,UNKNOWN,prices_unknown
r2/rc/2/5/always/plan,always,plan,2,5,ok,stop,253,597,0,584,13,[],3.340858208015561,,UNKNOWN,prices_unknown
r2/rc/2/5/always/answer,always,answer,2,5,ok,stop,220,682,0,672,10,[],3.4342604579869658,,UNKNOWN,prices_unknown
r2/rc/2/5/never/plan,never,plan,2,5,ok,stop,253,176,0,161,15,[],1.548023333074525,,UNKNOWN,prices_unknown
r2/rc/2/5/never/answer,never,answer,2,5,ok,stop,220,885,0,875,10,[],4.269829500000924,,UNKNOWN,prices_unknown
r2/rc/2/5/recheck/plan,recheck,plan,2,5,ok,stop,253,1470,0,1457,13,[],7.084808500017971,,UNKNOWN,prices_unknown
r2/rc/2/5/recheck/answer,recheck,answer,2,5,ok,stop,220,8014,0,8004,10,[],34.84442800004035,,UNKNOWN,prices_unknown
r2/rc/2/5/myopic/plan,myopic,plan,2,5,ok,stop,253,256,0,243,13,[],1.9015560408588499,,UNKNOWN,prices_unknown
r2/rc/2/5/myopic/answer,myopic,answer,2,5,ok,stop,220,4807,0,4797,10,[],21.46959829214029,,UNKNOWN,prices_unknown
r2/rc/2/5/ttl/plan,ttl,plan,2,5,ok,stop,253,264,0,251,13,[],1.580384915927425,,UNKNOWN,prices_unknown
r2/rc/2/5/ttl/answer,ttl,answer,2,5,ok,stop,220,1597,0,1587,10,[],7.990561707876623,,UNKNOWN,prices_unknown
r2/rc/2/6/never/plan,never,plan,2,6,ok,stop,253,249,0,236,13,[],1.8625824588816613,,UNKNOWN,prices_unknown
r2/rc/2/6/never/answer,never,answer,2,6,ok,stop,220,1001,0,991,10,[],5.022142959060147,,UNKNOWN,prices_unknown
r2/rc/2/6/recheck/plan,recheck,plan,2,6,ok,stop,253,179,0,166,13,[],1.336593708023429,,UNKNOWN,prices_unknown
r2/rc/2/6/recheck/answer,recheck,answer,2,6,ok,stop,220,3986,0,3976,10,[],17.132935540983453,,UNKNOWN,prices_unknown
r2/rc/2/6/myopic/plan,myopic,plan,2,6,ok,stop,253,262,0,249,13,[],1.3472976661287248,,UNKNOWN,prices_unknown
r2/rc/2/6/myopic/answer,myopic,answer,2,6,ok,stop,220,1833,0,1823,10,[],8.472574041225016,,UNKNOWN,prices_unknown
r2/rc/2/6/ttl/plan,ttl,plan,2,6,ok,stop,253,399,0,386,13,[],2.251363709103316,,UNKNOWN,prices_unknown
r2/rc/2/6/ttl/answer,ttl,answer,2,6,ok,stop,220,4378,0,4368,10,[],19.18707941705361,,UNKNOWN,prices_unknown
r2/rc/2/6/always/plan,always,plan,2,6,ok,stop,253,248,0,235,13,[],1.660998959094286,,UNKNOWN,prices_unknown
r2/rc/2/6/always/answer,always,answer,2,6,ok,stop,220,1628,0,1616,12,[],7.390249584103003,,UNKNOWN,prices_unknown
r2/rc/2/7/recheck/plan,recheck,plan,2,7,ok,stop,246,437,0,424,13,[],2.6169254591222852,,UNKNOWN,prices_unknown
r2/rc/2/7/recheck/answer,recheck,answer,2,7,ok,stop,216,160,0,145,15,[],1.3099907077848911,,UNKNOWN,prices_unknown
r2/rc/2/7/myopic/plan,myopic,plan,2,7,ok,stop,246,168,0,155,13,[],1.3436797079630196,,UNKNOWN,prices_unknown
r2/rc/2/7/myopic/answer,myopic,answer,2,7,ok,stop,216,165,0,152,13,[],1.0553185841999948,,UNKNOWN,prices_unknown
r2/rc/2/7/ttl/plan,ttl,plan,2,7,ok,stop,246,445,0,432,13,[],2.167472417000681,,UNKNOWN,prices_unknown
r2/rc/2/7/ttl/answer,ttl,answer,2,7,ok,stop,216,96,0,83,13,[],1.6625877500046045,,UNKNOWN,prices_unknown
r2/rc/2/7/always/plan,always,plan,2,7,ok,stop,246,336,0,323,13,[],1.9575060410425067,,UNKNOWN,prices_unknown
r2/rc/2/7/always/answer,always,answer,2,7,ok,stop,216,108,0,95,13,[],1.0224989159032702,,UNKNOWN,prices_unknown
r2/rc/2/7/never/plan,never,plan,2,7,ok,stop,246,178,0,165,13,[],1.3700186249334365,,UNKNOWN,prices_unknown
r2/rc/2/7/never/answer,never,answer,2,7,ok,stop,216,115,0,102,13,[],0.9074362500105053,,UNKNOWN,prices_unknown
r2/rc/2/8/myopic/plan,myopic,plan,2,8,ok,stop,249,308,0,295,13,[],2.0528263750020415,,UNKNOWN,prices_unknown
r2/rc/2/8/myopic/answer,myopic,answer,2,8,ok,stop,214,96,0,86,10,[],1.155489332973957,,UNKNOWN,prices_unknown
r2/rc/2/8/ttl/plan,ttl,plan,2,8,ok,stop,249,285,0,271,14,[],1.99231570889242,,UNKNOWN,prices_unknown
r2/rc/2/8/ttl/answer,ttl,answer,2,8,ok,stop,214,81,0,71,10,[],0.8761437500361353,,UNKNOWN,prices_unknown
r2/rc/2/8/always/plan,always,plan,2,8,ok,stop,249,262,0,249,13,[],1.752227583201602,,UNKNOWN,prices_unknown
r2/rc/2/8/always/answer,always,answer,2,8,ok,stop,214,112,0,102,10,[],0.6960730419959873,,UNKNOWN,prices_unknown
r2/rc/2/8/never/plan,never,plan,2,8,ok,stop,249,269,0,256,13,[],1.752921000123024,,UNKNOWN,prices_unknown
r2/rc/2/8/never/answer,never,answer,2,8,ok,stop,214,116,0,106,10,[],1.5074814998079091,,UNKNOWN,prices_unknown
r2/rc/2/8/recheck/plan,recheck,plan,2,8,ok,stop,249,249,0,236,13,[],1.627641708124429,,UNKNOWN,prices_unknown
r2/rc/2/8/recheck/answer,recheck,answer,2,8,ok,stop,214,217,0,207,10,[],1.5913863750174642,,UNKNOWN,prices_unknown
r2/rc/2/9/ttl/plan,ttl,plan,2,9,ok,stop,268,273,0,260,13,[],1.716944082872942,,UNKNOWN,prices_unknown
r2/rc/2/9/ttl/answer,ttl,answer,2,9,ok,stop,247,1503,0,1490,13,[],7.343202417017892,,UNKNOWN,prices_unknown
r2/rc/2/9/always/plan,always,plan,2,9,ok,stop,268,318,0,305,13,[],1.9716456250753254,,UNKNOWN,prices_unknown
r2/rc/2/9/always/answer,always,answer,2,9,ok,stop,247,4225,0,4212,13,[],19.067192749818787,,UNKNOWN,prices_unknown
r2/rc/2/9/never/plan,never,plan,2,9,ok,stop,268,325,0,312,13,[],2.1022124579176307,,UNKNOWN,prices_unknown
r2/rc/2/9/never/answer,never,answer,2,9,ok,stop,247,953,0,940,13,[],4.797572084004059,,UNKNOWN,prices_unknown
r2/rc/2/9/recheck/plan,recheck,plan,2,9,ok,stop,268,429,128,416,13,[],2.3591863331384957,,UNKNOWN,prices_unknown
r2/rc/2/9/recheck/answer,recheck,answer,2,9,ok,stop,247,2022,0,2009,13,[],9.36060829111375,,UNKNOWN,prices_unknown
r2/rc/2/9/myopic/plan,myopic,plan,2,9,ok,stop,268,484,0,471,13,[],2.4018816251773387,,UNKNOWN,prices_unknown
r2/rc/2/9/myopic/answer,myopic,answer,2,9,ok,stop,247,1306,0,1293,13,[],5.939589124871418,,UNKNOWN,prices_unknown
r2/rc/2/10/always/plan,always,plan,2,10,ok,stop,268,244,0,231,13,[],1.5820194578263909,,UNKNOWN,prices_unknown
r2/rc/2/10/always/answer,always,answer,2,10,ok,stop,247,4233,0,4220,13,[],18.212018999969587,,UNKNOWN,prices_unknown
r2/rc/2/10/never/plan,never,plan,2,10,ok,stop,268,278,0,265,13,[],1.6961768749170005,,UNKNOWN,prices_unknown
r2/rc/2/10/never/answer,never,answer,2,10,ok,stop,247,931,0,918,13,[],4.976146750152111,,UNKNOWN,prices_unknown
r2/rc/2/10/recheck/plan,recheck,plan,2,10,ok,stop,268,873,0,860,13,[],4.152887915959582,,UNKNOWN,prices_unknown
r2/rc/2/10/recheck/answer,recheck,answer,2,10,ok,stop,247,3227,0,3214,13,[],15.109840542078018,,UNKNOWN,prices_unknown
r2/rc/2/10/myopic/plan,myopic,plan,2,10,ok,stop,268,325,0,312,13,[],1.6530659589916468,,UNKNOWN,prices_unknown
r2/rc/2/10/myopic/answer,myopic,answer,2,10,ok,stop,247,5303,0,5290,13,[],22.179760916158557,,UNKNOWN,prices_unknown
r2/rc/2/10/ttl/plan,ttl,plan,2,10,ok,stop,268,383,0,370,13,[],2.029264874989167,,UNKNOWN,prices_unknown
r2/rc/2/10/ttl/answer,ttl,answer,2,10,ok,stop,247,3681,0,3665,16,[],15.851454958086833,,UNKNOWN,prices_unknown
r2/rc/2/11/never/plan,never,plan,2,11,ok,stop,268,311,0,298,13,[],1.8881001670379192,,UNKNOWN,prices_unknown
r2/rc/2/11/never/answer,never,answer,2,11,ok,stop,247,1292,0,1279,13,[],6.036047499859706,,UNKNOWN,prices_unknown
r2/rc/2/11/recheck/plan,recheck,plan,2,11,ok,stop,268,339,0,326,13,[],2.106891749892384,,UNKNOWN,prices_unknown
r2/rc/2/11/recheck/answer,recheck,answer,2,11,ok,stop,247,820,0,807,13,[],4.348993291147053,,UNKNOWN,prices_unknown
r2/rc/2/11/myopic/plan,myopic,plan,2,11,ok,stop,268,206,0,193,13,[],1.287302458891645,,UNKNOWN,prices_unknown
r2/rc/2/11/myopic/answer,myopic,answer,2,11,ok,stop,247,1740,0,1724,16,[],7.946309959050268,,UNKNOWN,prices_unknown
r2/rc/2/11/ttl/plan,ttl,plan,2,11,ok,stop,268,328,0,315,13,[],1.931644834112376,,UNKNOWN,prices_unknown
r2/rc/2/11/ttl/answer,ttl,answer,2,11,ok,stop,247,1813,0,1800,13,[],8.771771125029773,,UNKNOWN,prices_unknown
r2/rc/2/11/always/plan,always,plan,2,11,ok,stop,268,315,128,302,13,[],1.840699957916513,,UNKNOWN,prices_unknown
r2/rc/2/11/always/answer,always,answer,2,11,ok,stop,247,793,0,780,13,[],4.08574941707775,,UNKNOWN,prices_unknown
r2/rc/3/shared_initial,shared_prefix,shared_prefix,3,,ok,stop,209,353,0,338,15,[],1.4877344169653952,,UNKNOWN,prices_unknown
r2/rc/3/0/ttl/plan,ttl,plan,3,0,ok,stop,268,388,0,375,13,[],2.299451375147328,,UNKNOWN,prices_unknown
r2/rc/3/0/ttl/answer,ttl,answer,3,0,ok,stop,246,1708,0,1696,12,[],7.918616374954581,,UNKNOWN,prices_unknown
r2/rc/3/0/always/plan,always,plan,3,0,ok,stop,268,952,0,939,13,[],4.564851542003453,,UNKNOWN,prices_unknown
r2/rc/3/0/always/answer,always,answer,3,0,ok,stop,246,152,0,140,12,[],1.3400999999139458,,UNKNOWN,prices_unknown
r2/rc/3/0/myopic/plan,myopic,plan,3,0,ok,stop,268,408,128,395,13,[],2.0426394580863416,,UNKNOWN,prices_unknown
r2/rc/3/0/myopic/answer,myopic,answer,3,0,ok,stop,246,124,0,112,12,[],0.8603465841151774,,UNKNOWN,prices_unknown
r2/rc/3/0/never/plan,never,plan,3,0,ok,stop,268,243,128,230,13,[],1.7858388749882579,,UNKNOWN,prices_unknown
r2/rc/3/0/never/answer,never,answer,3,0,ok,stop,246,100,0,88,12,[],1.2304190827999264,,UNKNOWN,prices_unknown
r2/rc/3/0/recheck/plan,recheck,plan,3,0,ok,stop,268,199,128,186,13,[],1.145857583032921,,UNKNOWN,prices_unknown
r2/rc/3/0/recheck/answer,recheck,answer,3,0,ok,stop,246,525,0,513,12,[],3.33614324987866,,UNKNOWN,prices_unknown
r2/rc/3/1/always/plan,always,plan,3,1,ok,stop,268,583,0,570,13,[],2.631599250016734,,UNKNOWN,prices_unknown
r2/rc/3/1/always/answer,always,answer,3,1,ok,stop,246,2264,0,2252,12,[],10.62351604201831,,UNKNOWN,prices_unknown
r2/rc/3/1/myopic/plan,myopic,plan,3,1,ok,stop,268,301,0,288,13,[],1.580362332984805,,UNKNOWN,prices_unknown
r2/rc/3/1/myopic/answer,myopic,answer,3,1,ok,stop,246,559,0,547,12,[],3.376438334118575,,UNKNOWN,prices_unknown
r2/rc/3/1/never/plan,never,plan,3,1,ok,stop,268,194,128,181,13,[],1.574887708062306,,UNKNOWN,prices_unknown
r2/rc/3/1/never/answer,never,answer,3,1,ok,stop,246,1610,0,1598,12,[],7.774480374995619,,UNKNOWN,prices_unknown
r2/rc/3/1/recheck/plan,recheck,plan,3,1,ok,stop,268,298,128,285,13,[],1.9697544579394162,,UNKNOWN,prices_unknown
r2/rc/3/1/recheck/answer,recheck,answer,3,1,ok,stop,246,1006,0,994,12,[],5.1285257081035525,,UNKNOWN,prices_unknown
r2/rc/3/1/ttl/plan,ttl,plan,3,1,ok,stop,268,385,128,372,13,[],2.0699828749056906,,UNKNOWN,prices_unknown
r2/rc/3/1/ttl/answer,ttl,answer,3,1,ok,stop,246,1644,0,1632,12,[],8.677153541939333,,UNKNOWN,prices_unknown
r2/rc/3/2/myopic/plan,myopic,plan,3,2,ok,stop,268,645,0,632,13,[],3.1996609999332577,,UNKNOWN,prices_unknown
r2/rc/3/2/myopic/answer,myopic,answer,3,2,ok,stop,246,339,0,327,12,[],1.9388455420266837,,UNKNOWN,prices_unknown
r2/rc/3/2/never/plan,never,plan,3,2,ok,stop,268,563,0,550,13,[],3.039672957966104,,UNKNOWN,prices_unknown
r2/rc/3/2/never/answer,never,answer,3,2,ok,stop,246,196,0,184,12,[],1.436771041015163,,UNKNOWN,prices_unknown
r2/rc/3/2/recheck/plan,recheck,plan,3,2,ok,stop,268,339,0,326,13,[],1.680484832962975,,UNKNOWN,prices_unknown
r2/rc/3/2/recheck/answer,recheck,answer,3,2,ok,stop,246,188,0,176,12,[],1.5165510410442948,,UNKNOWN,prices_unknown
r2/rc/3/2/ttl/plan,ttl,plan,3,2,ok,stop,268,563,128,550,13,[],3.311530417064205,,UNKNOWN,prices_unknown
r2/rc/3/2/ttl/answer,ttl,answer,3,2,ok,stop,246,1972,0,1960,12,[],8.640663041034713,,UNKNOWN,prices_unknown
r2/rc/3/2/always/plan,always,plan,3,2,ok,stop,268,1814,128,1801,13,[],8.154031374957412,,UNKNOWN,prices_unknown
r2/rc/3/2/always/answer,always,answer,3,2,ok,stop,246,646,0,634,12,[],3.0418529170565307,,UNKNOWN,prices_unknown
r2/rc/3/3/never/plan,never,plan,3,3,ok,stop,268,288,0,275,13,[],1.801950667053461,,UNKNOWN,prices_unknown
r2/rc/3/3/never/answer,never,answer,3,3,ok,stop,246,353,0,341,12,[],2.2007314590737224,,UNKNOWN,prices_unknown
r2/rc/3/3/recheck/plan,recheck,plan,3,3,ok,stop,268,605,0,592,13,[],3.2734908340498805,,UNKNOWN,prices_unknown
r2/rc/3/3/recheck/answer,recheck,answer,3,3,ok,stop,246,2825,0,2813,12,[],12.434063584078103,,UNKNOWN,prices_unknown
r2/rc/3/3/ttl/plan,ttl,plan,3,3,ok,stop,268,758,0,745,13,[],3.6689396670553833,,UNKNOWN,prices_unknown
