condition,seed,method,success,task_loss,probes_per_task,objective,cpu_ms,tasks
overestimated_drift,20015,myopic,1.0,0.0,0.55,0.06599999999999999,1.0028950000560144,80
overestimated_drift,20015,recheck,1.0,0.0,0.7375,0.0885,1.3713179999967906,80
overestimated_drift,20016,never,0.5,0.18874999999999997,0.05,0.19474999999999998,0.9219140000595871,80
overestimated_drift,20016,fresh,1.0,0.0,1.2625,0.1515,1.000791999899775,80
overestimated_drift,20016,myopic,0.9375,0.009375,0.4125,0.058875,0.9954649999599496,80
overestimated_drift,20016,recheck,0.95,0.0075,0.575,0.07649999999999998,1.3903560000017023,80
overestimated_drift,20017,never,1.0,0.0,0.05,0.006,0.9126800000558433,80
overestimated_drift,20017,fresh,1.0,0.0,1.125,0.13499999999999998,1.0359639999251158,80
overestimated_drift,20017,myopic,1.0,0.0,0.4375,0.052500000000000005,1.0024939999766502,80
overestimated_drift,20017,recheck,1.0,0.0,0.55,0.06599999999999999,1.4080030000513943,80
overestimated_drift,20018,never,0.85,0.0375,0.05,0.0435,0.9376870000323834,80
overestimated_drift,20018,fresh,1.0,0.0,1.3,0.156,1.004637999926672,80
overestimated_drift,20018,myopic,0.95,0.0125,0.4375,0.065,0.9997099999736747,80
overestimated_drift,20018,recheck,0.9875,0.003125,0.5625,0.070625,1.3631660000328338,80
overestimated_drift,20019,never,0.9875,0.003125,0.05,0.009125,0.9265909999385258,80
overestimated_drift,20019,fresh,1.0,0.0,1.1375,0.1365,0.9995000000344589,80
overestimated_drift,20019,myopic,0.9875,0.003125,0.4625,0.058625,1.0055389999479303,80
overestimated_drift,20019,recheck,0.9875,0.003125,0.525,0.066125,1.3846280000961997,80
overestimated_drift,20020,never,1.0,0.0,0.05,0.006,0.9167559999241348,80
overestimated_drift,20020,fresh,1.0,0.0,1.05,0.126,0.9990790000529159,80
overestimated_drift,20020,myopic,1.0,0.0,0.275,0.032999999999999995,1.0123700000121971,80
overestimated_drift,20020,recheck,1.0,0.0,0.45,0.054000000000000006,1.3632659999984753,80
overestimated_drift,20021,never,0.9,0.05500000000000001,0.05,0.06100000000000001,0.9412329999349822,80
overestimated_drift,20021,fresh,1.0,0.0,1.125,0.13499999999999998,1.016185000025871,80
overestimated_drift,20021,myopic,0.9125,0.02375,0.425,0.07475000000000001,1.0002809999605233,80
overestimated_drift,20021,recheck,1.0,0.0,0.55,0.06599999999999999,1.388653999924827,80
overestimated_drift,20022,never,0.875,0.043750000000000004,0.05,0.04975,0.9171660000220072,80
overestimated_drift,20022,fresh,1.0,0.0,0.75,0.09,0.9925790000124834,80
overestimated_drift,20022,myopic,0.9875,0.0043749999999999995,0.25,0.034375,0.9841769999638927,80
overestimated_drift,20022,recheck,0.9875,0.0043749999999999995,0.4,0.05237499999999999,1.6224350000584309,80
overestimated_drift,20023,never,0.4,0.24,0.05,0.246,0.9144020000348974,80
overestimated_drift,20023,fresh,1.0,0.0,2.075,0.24899999999999997,1.0069410000141943,80
overestimated_drift,20023,myopic,0.9625,0.009375,0.5625,0.076875,1.0245979999581323,80
overestimated_drift,20023,recheck,1.0,0.0,0.8375,0.10049999999999999,1.379359999987173,80
overestimated_drift,20024,never,0.95,0.03,0.05,0.036,0.9423340000012104,80
overestimated_drift,20024,fresh,1.0,0.0,0.95,0.11399999999999999,1.0033559999556019,80
overestimated_drift,20024,myopic,1.0,0.0,0.65,0.078,1.018498999997064,80
overestimated_drift,20024,recheck,1.0,0.0,0.7375,0.0885,1.3980989999708981,80
overestimated_drift,20025,never,0.8625,0.038125000000000006,0.05,0.044125000000000004,0.9243169999990641,80
overestimated_drift,20025,fresh,1.0,0.0,1.625,0.195,1.0052179999320288,80
overestimated_drift,20025,myopic,0.95,0.0075,0.5375,0.072,1.0082930000407941,80
overestimated_drift,20025,recheck,0.9875,0.001875,0.75,0.091875,1.4049680000880471,80
overestimated_drift,20026,never,0.9375,0.040625,0.05,0.046625,1.0122689999434442,80
overestimated_drift,20026,fresh,1.0,0.0,1.2125,0.1455,1.051508000045942,80
overestimated_drift,20026,myopic,1.0,0.0,0.35,0.041999999999999996,1.0025240000004487,80
overestimated_drift,20026,recheck,1.0,0.0,0.5875,0.0705,1.3884530000041195,80
overestimated_drift,20027,never,0.7125,0.057500000000000016,0.05,0.06350000000000003,0.9398600000167789,80
overestimated_drift,20027,fresh,1.0,0.0,0.625,0.075,0.9830249999822627,80
overestimated_drift,20027,myopic,0.7125,0.057500000000000016,0.275,0.09050000000000001,0.9831460000668812,80
overestimated_drift,20027,recheck,0.9875,0.0025,0.3625,0.046,1.3720090000788332,80
overestimated_drift,20028,never,0.375,0.26125000000000026,0.05,0.26725000000000027,0.9274519999280528,80
overestimated_drift,20028,fresh,1.0,0.0,1.0125,0.12149999999999998,1.0148229999913383,80
overestimated_drift,20028,myopic,1.0,0.0,0.45,0.054000000000000006,1.0078929999508546,80
overestimated_drift,20028,recheck,1.0,0.0,0.625,0.075,1.4254790000904904,80
overestimated_drift,20029,never,0.925,0.013124999999999998,0.05,0.019124999999999996,0.9237160001021039,80
overestimated_drift,20029,fresh,1.0,0.0,0.925,0.11099999999999999,0.9971770000447577,80
overestimated_drift,20029,myopic,0.925,0.013124999999999998,0.625,0.088125,1.0328300000992385,80
overestimated_drift,20029,recheck,1.0,0.0,0.7,0.08399999999999999,1.443526999992173,80
overestimated_drift,20030,never,1.0,0.0,0.05,0.006,0.9247079999568086,80
overestimated_drift,20030,fresh,1.0,0.0,1.2375,0.1485,1.0245380000242221,80
overestimated_drift,20030,myopic,1.0,0.0,0.6375,0.0765,1.0174770000048738,80
overestimated_drift,20030,recheck,1.0,0.0,0.7375,0.0885,1.3769370000318304,80
overestimated_drift,20031,never,0.925,0.05375,0.05,0.05974999999999999,0.921673999982886,80
overestimated_drift,20031,fresh,1.0,0.0,1.05,0.126,1.0155439999834925,80
overestimated_drift,20031,myopic,0.975,0.025,0.2875,0.0595,0.9937620000073366,80
overestimated_drift,20031,recheck,0.975,0.025,0.425,0.076,1.3903369999752613,80
