seed,family,method,cost,normalized_cost,planning_ms,execution_ms,probes,recomputed_blocks,retained_hypotheses,fallback,states_evaluated,initial_digest,final_digest,current_ok,state_ok,followup_ok,complete
10108,overlap,restart,21.45,1.0,0.0,0.5140019999316792,0,3,12,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,conservative,21.45,1.0,0.0,0.511318000008032,0,3,12,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,point_estimate,13.45,0.627039627039627,0.0,0.5336010000291935,0,2,12,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,random,26.481599999999997,1.2345734265734265,0.09799800000109826,0.6702250000216736,3,3,2,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,graph_entropy,19.9892,0.9318974358974359,0.21793700000216631,0.7677520000015647,4,2,1,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,class_entropy,19.6372,0.9154871794871795,0.14461700004630984,0.6944419999399543,2,2,4,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,ec2,19.9892,0.9318974358974359,0.19593399997575034,0.6220029999894905,4,2,1,False,0,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,myopic,14.102,0.6574358974358975,0.1587179999660293,0.849435000077392,2,2,4,False,40,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,lookahead2,14.101999999999999,0.6574358974358974,1.0611810000682453,0.7041689999596201,2,2,4,False,228,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,exact,14.101999999999999,0.6574358974358974,15.753679000113152,0.9457309998879282,2,2,4,False,2043,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10108,overlap,discard_replay,19.6372,0.9154871794871795,5.926714999986871,0.7110560000000987,2,2,4,False,567,48cab39a61545fb07223ad73947f4e996693ecb29078c2f68d132c6972002304,654141098104c8f940c7c44d16f7ebbc93684b4ab911ae8a5a5dd4d8778a180c,True,True,True,True
10109,overlap,restart,14.45,1.0,0.0,0.520130999916546,0,3,12,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,conservative,14.45,1.0,0.0,0.507341999991695,0,3,12,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,point_estimate,10.45,0.7231833910034602,0.0,0.5526189999045528,0,2,12,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,random,15.2609,1.0561176470588236,0.09111599990774266,0.6515680000802604,1,2,4,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,graph_entropy,14.8897,1.0304290657439445,0.17631399975925888,0.6510870002784941,3,3,1,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,class_entropy,14.45,1.0,0.11799699996117852,0.6388080000760965,1,3,4,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,ec2,14.8897,1.0304290657439445,0.17468999999437074,0.6201420000024882,3,3,1,False,0,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,myopic,14.45,1.0,0.07763600001453597,0.559100000032231,0,3,12,False,19,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,lookahead2,10.45,0.7231833910034602,1.1582670000507278,0.7930309999437668,2,2,4,False,209,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,exact,10.45,0.7231833910034602,15.45717599992713,0.7916980000572948,2,2,4,False,2043,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10109,overlap,discard_replay,14.45,1.0,5.990548999989187,0.5366049999793177,0,3,12,False,567,8acb6316b07ecb1154a0f9f1d3faee6b75dfd64acb349e47d5cbac9d901e17f2,85ec12517820adabb87d699ecd1dd64bf344fec3bda6a93030659623ba9a58e5,True,True,True,True
10110,overlap,restart,19.45,1.0,0.0,0.5785480000213283,0,3,12,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,conservative,19.45,1.0,0.0,0.4710069999873667,0,3,12,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,point_estimate,14.45,0.7429305912596401,0.0,0.5054480000126205,0,2,12,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,random,15.665399999999998,0.8054190231362467,0.06746099984411558,0.7249280000678482,3,2,2,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,graph_entropy,20.816799999999997,1.0702724935732646,0.4599609999331733,0.7781670000213126,4,2,1,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,class_entropy,20.1979,1.038452442159383,0.13239900010830752,0.7192089998397933,2,2,4,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,ec2,20.816799999999997,1.0702724935732646,0.19382100003895175,0.7353129999501107,4,2,1,False,0,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,myopic,19.45,1.0,0.07765600003040163,0.6022149999580506,0,3,12,False,19,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,lookahead2,14.45,0.7429305912596401,0.9454769999592827,0.8296360000485947,2,2,4,False,209,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,exact,14.45,0.7429305912596401,15.815498000051775,1.0415329999204914,2,2,4,False,2043,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10110,overlap,discard_replay,19.3006,0.992318766066838,6.473674999938339,0.8660000000872969,1,2,4,False,567,a17a19424d8cdb58f9283aafea2f92dfa3fc5690f83f8b26d5673ad7cb26c9c3,3312803dcbcef0f0b649d7c9dfd94c8cfff5c2bb7f23b580449e0f8d011daab4,True,True,True,True
10111,overlap,restart,21.45,1.0,0.0,0.80806300002223,0,3,12,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,conservative,21.45,1.0,0.0,0.8550329999934547,0,3,12,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,point_estimate,17.45,0.8135198135198135,0.0,0.816445000054955,0,2,12,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,random,20.5093,0.9561445221445222,0.06140200002846541,0.9139109998841377,2,2,2,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,graph_entropy,21.7345,1.0132634032634034,0.3006419999564969,0.8641550000447751,4,2,1,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,class_entropy,21.4353,0.9993146853146854,0.23383200004900573,0.877975999969749,2,2,4,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,ec2,21.7345,1.0132634032634034,0.27990099977159844,1.0271610002519083,4,2,1,False,0,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,myopic,18.4903,0.8620186480186481,0.268053000013424,0.8707760000561393,2,2,4,False,40,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,lookahead2,18.4903,0.8620186480186481,1.2401419999150676,0.9182070000406384,2,2,4,False,228,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,exact,18.4903,0.8620186480186481,15.945619000035549,0.9791889999632986,2,2,4,False,2043,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10111,overlap,discard_replay,20.395,0.9508158508158508,8.183389999999235,1.121562999969683,1,2,4,False,567,1c9f81ec76e367273e405f1541aed9e5fd653ae0c5d81c08df5391da5d6921ed,9da9a4bd1bee63fade13992d8c2685fc6e20b08a0e1c052cb5131da1a814ea88,True,True,True,True
10112,overlap,restart,20.45,1.0,0.0,0.7676819999460349,0,3,12,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,conservative,20.45,1.0,0.0,0.4663500000106069,0,3,12,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,point_estimate,14.45,0.706601466992665,0.0,0.8526389999587991,0,2,12,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,random,22.4903,1.0997701711491443,0.03591399990909849,0.8633749999944484,1,2,4,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,graph_entropy,20.663999999999998,1.0104645476772616,0.3350429999500193,0.8548930001097688,4,2,1,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,class_entropy,20.3147,0.9933838630806846,0.22456699991835194,0.8775870001045405,2,2,4,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,ec2,20.663999999999998,1.0104645476772616,0.2891750000344473,0.8548309999696357,4,2,1,False,0,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,myopic,20.45,1.0,0.1191189999190101,0.7105560000582045,0,3,12,False,19,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,lookahead2,14.45,0.706601466992665,1.0601199998063748,0.8670120002989279,2,2,4,False,209,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,exact,14.45,0.706601466992665,15.484335999985888,1.0770270000648452,2,2,4,False,2043,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10112,overlap,discard_replay,20.3147,0.9933838630806846,5.715175999966959,0.8778580000807779,2,2,4,False,567,7347f08ce1663c0f098d04858a567341421370c684596c893313123ac2491508,47ca67585dfed39dfe2179a413e4de3cb6dac1202b13bbd68f52ed805ff5ae13,True,True,True,True
10113,overlap,restart,19.45,1.0,0.0,0.770786999964912,0,3,12,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,conservative,19.45,1.0,0.0,0.7980279999628692,0,3,12,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,point_estimate,15.45,0.794344473007712,0.0,1.0673020000240285,0,2,12,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,740d49c987321b47233ad6e92925aeea629def8bcde5355f49b53c2d0ea7e9e8,False,False,False,False
10113,overlap,random,23.9138,1.2295012853470437,0.07801700007803447,0.9346129999130426,4,3,1,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,graph_entropy,18.6756,0.9601850899742931,0.3022930000042834,0.9425050000118063,4,2,1,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,class_entropy,18.1613,0.9337429305912597,0.23272900000392838,0.751107000041884,2,2,4,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,ec2,18.6756,0.9601850899742931,0.25972900004944677,0.7888039999670582,4,2,1,False,0,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,myopic,20.9287,1.076025706940874,0.3525490000129139,0.7593399999450412,2,3,4,False,42,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,lookahead2,19.45,1.0,0.8444669999789767,0.7177570000749256,1,3,4,False,155,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,exact,19.45,1.0,15.53945799992107,0.8799110000836663,1,3,4,False,2043,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10113,overlap,discard_replay,18.1613,0.9337429305912597,5.868797000061932,0.8735899999692265,2,2,4,False,567,9f27da693ee16dfb7b6db763fdf915f2768d8d42736387c4a60a842c4a440631,9fa7b51a46ecd8373ff1d3c65d48243d1bd2b028d5d5da67aed40e05a89b7c9c,True,True,True,True
10114,overlap,restart,11.45,1.0,0.0,0.7249249999858876,0,3,12,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,conservative,11.45,1.0,0.0,0.746477000006962,0,3,12,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,point_estimate,8.45,0.7379912663755458,0.0,0.7628619999877628,0,2,12,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,random,11.7556,1.0266899563318777,0.08368499993594014,0.6053060001249833,2,2,2,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,graph_entropy,12.6032,1.1007161572052402,0.245179000103235,0.6832619999386225,4,3,1,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,class_entropy,12.130899999999999,1.0594672489082968,0.13142700004209473,0.652485999921737,2,3,4,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,ec2,12.6032,1.1007161572052402,0.19426100016062264,0.7065779998356447,4,3,1,False,0,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,myopic,11.45,1.0,0.07705499990606768,0.6556820000014341,0,3,12,False,19,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,lookahead2,9.1309,0.7974585152838429,1.0537989999193087,0.8156400000416397,2,2,4,False,214,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,exact,9.1309,0.7974585152838429,15.653969999902984,0.8358910000652031,2,2,4,False,2043,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10114,overlap,discard_replay,12.130899999999999,1.0594672489082968,5.6095909999385185,0.6231720000187124,2,3,4,False,567,b4b54aa90e1fb00030165b30fdf266cbd6d8e861e1299aca6b34b2d268d98734,acad697986099825156243573e0fb0202c209ba5ffaf0f89e125fcef42d17bf7,True,True,True,True
10115,overlap,restart,16.45,1.0,0.0,0.5067790000339301,0,3,12,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,conservative,16.45,1.0,0.0,0.6943089999822405,0,3,12,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,point_estimate,10.45,0.6352583586626139,0.0,0.5744499999309483,0,2,12,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,random,17.4676,1.0618601823708207,0.10048099989035109,0.736021000193432,3,3,2,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,graph_entropy,13.2555,0.8058054711246201,0.23201700003028236,0.6846359999599372,4,2,1,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,class_entropy,12.975999999999999,0.7888145896656534,0.23043500004860107,0.6275800000139498,2,2,4,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,ec2,13.2555,0.8058054711246201,0.20783099989785114,0.7696830001577837,4,2,1,False,0,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,myopic,12.075099999999999,0.734048632218845,0.11796600006164226,0.6188869998595692,1,2,4,False,27,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,lookahead2,11.3509,0.6900243161094225,1.0563819998878898,0.7653960001334781,2,2,4,False,228,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,exact,11.3509,0.6900243161094225,15.475852999998096,0.854960000083338,2,2,4,False,2043,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10115,overlap,discard_replay,12.975999999999999,0.7888145896656534,7.938255999988542,0.7161930000165739,2,2,4,False,567,fa47050183a68950128330b98cd17ebf42c5adc132ec8130818a380f4e5339ce,bda3b0d93bf4aa5ebee45f48f6452217f27da895262a2c8ae7e5f3b4ba9ec05f,True,True,True,True
10116,overlap,restart,23.45,1.0,0.0,0.5510650000815076,0,3,12,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,conservative,23.45,1.0,0.0,0.6859869999971124,0,3,12,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,point_estimate,16.45,0.7014925373134329,0.0,0.8083299999270821,0,2,12,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,random,23.6399,1.0080980810234543,0.04936399989219353,0.7754910000130621,2,3,2,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,graph_entropy,18.1692,0.7748059701492538,0.21870700004456012,0.6820920000336628,3,2,1,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,class_entropy,17.6634,0.7532366737739872,0.08137199995417177,0.6564029999935883,1,2,4,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,ec2,18.1692,0.7748059701492538,0.19225799997002468,0.6872089999205855,3,2,1,False,0,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
10116,overlap,myopic,17.6634,0.7532366737739872,0.12681999987762538,0.5995970001322348,1,2,4,False,27,8f07423cc054bf72e6b472f213e6041749f5611f80d7a4e07287e325fd93d979,a27cf809033b21dc62532cc34155dcf9b48b29b69736307ad0642ec62d940948,True,True,True,True
