condition,seed,family,method,cost,normalized_cost,planning_ms,execution_ms,probes,recomputed_blocks,retained_hypotheses,fallback,states_evaluated,initial_digest,final_digest,current_ok,state_ok,followup_ok,complete
covered,20047,general,exact,17.45,1.0,38.92185099994094,1.882293000107893,2,3,8,False,5445,8bfdd86299a5bdc6a9bedfe8601c08ea64f7a079bdd50a46f94841275e88078a,21827387fc2ad38a18735fa854aaad0a1640a844a6970ce2726e8bd3e11df46d,True,True,True,True
truth_omitted,20047,general,exact,13.45,0.7707736389684814,33.63614199997755,1.8257589999848278,2,2,4,False,4878,8bfdd86299a5bdc6a9bedfe8601c08ea64f7a079bdd50a46f94841275e88078a,1a4235fa4db0e08a99e779b699c73951d8edcc3360a88d07f6e0a5e4a370c652,True,False,False,False
covered,20048,general,exact,9.0893,0.5208767908309455,38.4666580001749,1.5115459998469305,3,1,4,False,5445,6775b7446a892c42bd2c8b9dc8e3d3991ed9189adece9c0ef6a38431969ba12a,bfe5541c9e0f733b027f4c216609c3941dde8f2276c1e8f627c919e882960388,True,True,True,True
truth_omitted,20048,general,exact,17.45,1.0,35.15319700011332,1.4020329999766545,1,3,12,False,4824,6775b7446a892c42bd2c8b9dc8e3d3991ed9189adece9c0ef6a38431969ba12a,bfe5541c9e0f733b027f4c216609c3941dde8f2276c1e8f627c919e882960388,True,True,True,True
covered,20049,general,exact,9.9393,0.40651533742331286,38.51657199982128,1.546369000152481,3,1,4,False,5445,50625614fc9c7f26f11ba26444a6f9cadc2d96c48510321049f089191d09eb3f,12f30b242e24f2b3808fec16acba0e305a4d096a58de8a9b60eb712ad8e5dd66,True,True,True,True
truth_omitted,20049,general,exact,25.139,1.0281799591002045,34.23757299992758,1.302303999977994,1,3,8,False,4725,50625614fc9c7f26f11ba26444a6f9cadc2d96c48510321049f089191d09eb3f,12f30b242e24f2b3808fec16acba0e305a4d096a58de8a9b60eb712ad8e5dd66,True,True,True,True
covered,20050,general,exact,15.813299999999998,0.8570894308943089,38.48404200005007,1.5271319999783373,2,2,8,False,5445,cca09a982aa4d87e4db6bb0c6d28090178ed7028db90b42531a580e4d549013c,7d9e55b60bce8506305f1584e7c20674b962331322e975bd603daa3a5580fbc1,True,True,True,True
truth_omitted,20050,general,exact,12.813299999999998,0.6944878048780487,34.0295009999636,1.472208999985014,2,2,4,False,4824,cca09a982aa4d87e4db6bb0c6d28090178ed7028db90b42531a580e4d549013c,bbaf8608d39ee4a9325332d14a25187913db72f8a223dd5dd8c5ecd7bf583b54,False,False,False,False
covered,20051,general,exact,15.2163,0.7823290488431877,39.10791900011645,1.8723379998846212,3,2,4,False,5445,1a86e0cae02661b8d9819c3e9bdd9fa1e7ce0fe31c1edeeb74f37df5c5452474,c23b70e38e9576d803e10402cc5bcea3e8663694f72113ce2e94f3bf03559e4d,True,True,True,True
truth_omitted,20051,general,exact,11.45,0.5886889460154241,33.64054800010763,1.5489139998408064,2,2,4,False,4905,1a86e0cae02661b8d9819c3e9bdd9fa1e7ce0fe31c1edeeb74f37df5c5452474,f0b1284508481c6ab7f7b631abc17a97b775bb981cc986fee35bd4d5cc9b8ac4,True,False,False,False
covered,20052,general,exact,25.45,1.0,39.005053999972006,1.573541000084333,2,3,8,False,5445,e1e97821f448d6706a950f2ab4486a3bfd584c404f1e901f2b3a10be5a262126,f8fd7698dc39776a6f084e063150c8357dad7d46ded9a7384f28f155ad15a288,True,True,True,True
truth_omitted,20052,general,exact,18.618199999999998,0.7315599214145383,32.47314800000822,1.400980999960666,2,2,4,False,4905,e1e97821f448d6706a950f2ab4486a3bfd584c404f1e901f2b3a10be5a262126,89d8ee9e76d8ced3d66eb7a9df27cc53b1c55c4841c15cf7b1c820fe3ed65b4a,True,False,False,False
covered,20053,general,exact,19.0854,0.8138763326226013,39.527900000052796,1.7559919999712292,3,2,4,False,5445,94475149ae40fcebe8756e898316797614d230ec9f1d6b2433a56e3de7925e49,d816bde7f5341d332e2393f43913a3cfddeec457fbff06bf82b18bdba902e411,True,True,True,True
truth_omitted,20053,general,exact,23.45,1.0,34.9679890000516,1.6094539998903201,2,3,8,True,4824,94475149ae40fcebe8756e898316797614d230ec9f1d6b2433a56e3de7925e49,d816bde7f5341d332e2393f43913a3cfddeec457fbff06bf82b18bdba902e411,True,True,True,True
covered,20054,general,exact,17.6658,1.0739088145896658,39.98845900002834,1.8772469999248642,3,3,4,False,5445,620dc2e950eeaa70562d321258035b53e3941907c77952afb3d0ab29f70ed81f,29616851a0f4a76731df65c186af7131afd8d9a5c4c72e3e2a3e2fca79df17ac,True,True,True,True
truth_omitted,20054,general,exact,9.45,0.5744680851063829,33.601750999991964,1.623154000071736,2,2,4,False,4878,620dc2e950eeaa70562d321258035b53e3941907c77952afb3d0ab29f70ed81f,7934bb852904e9acd5d02949bbb1374e53b2c022a88fa6fc6cb772ea5e55e03b,True,False,False,False
covered,20055,general,exact,14.6868,0.7551053984575836,38.82346200009579,1.6458489999422454,4,2,4,False,5445,dd8d16cd89753f5ac7060d28e742f67aaee96947fbf404a5b63fed72a5af6097,5aee040507dcb8a678e878c7012211908415c43ff73929ed6005df63b74566c1,True,True,True,True
truth_omitted,20055,general,exact,15.45,0.794344473007712,32.869512999923245,1.402433000066594,2,2,4,False,4905,dd8d16cd89753f5ac7060d28e742f67aaee96947fbf404a5b63fed72a5af6097,36b87dfa9ef969d7d21ecff3a8fe3cd40efc86657b417887c211035a9bcedc65,True,False,False,False
covered,20056,general,exact,11.5057,0.699434650455927,38.32332199999655,1.5365950000614248,2,2,8,False,5445,97650bdf282a21e85439dd3f1b84175f9267914e7eea974f71139a7b428648cc,ea7711cfb49caf6271c1b69aef958e3a31d9376d328e0589d3b30825505aa41c,True,True,True,True
truth_omitted,20056,general,exact,14.5057,0.88180547112462,34.94315299997197,1.4894239999421188,2,2,4,False,4824,97650bdf282a21e85439dd3f1b84175f9267914e7eea974f71139a7b428648cc,dfae2947b193aa8f7df72a35fae5ee234bef40af756a811e4e9093363ac2d75e,False,False,False,False
covered,20057,general,exact,8.832899999999999,0.5717087378640776,38.159846000098696,1.6293039999482062,4,1,4,False,5445,959cc690abfce12407fb0a1d3bc82877d640da6054365f4e6f242dc002b4fffa,44dccae2686e5aa850fd6864bfce8a6f045894a4b2eaeab11bdbca0b1b657905,True,True,True,True
truth_omitted,20057,general,exact,16.001,1.0356634304207122,33.97961600001054,1.4931209999531347,2,3,4,False,4725,959cc690abfce12407fb0a1d3bc82877d640da6054365f4e6f242dc002b4fffa,44dccae2686e5aa850fd6864bfce8a6f045894a4b2eaeab11bdbca0b1b657905,True,True,True,True
covered,20058,general,exact,13.939699999999998,0.6498694638694639,39.60798000025534,1.6175959997326572,3,1,4,False,5445,7f75e554003d68a621b162c6d5352a19633c254a71e62c617446f05a76f14780,b87babd954cecc2cee4424e2610b3137ba1b8ca5de2b4073c2c9d73df88c7c7d,True,True,True,True
truth_omitted,20058,general,exact,21.45,1.0,34.26385199998094,1.3638469999932568,1,3,8,False,4725,7f75e554003d68a621b162c6d5352a19633c254a71e62c617446f05a76f14780,b87babd954cecc2cee4424e2610b3137ba1b8ca5de2b4073c2c9d73df88c7c7d,True,True,True,True
covered,20059,general,exact,12.45,1.0,38.876562000041304,1.5326389999472667,1,3,12,False,5445,b2d8035b9c71f4b4457a2727a5c9935f3493711dd04b45faa76bdcdeb689d53b,470d8918ed8d43900624036d646a13c6c79321fcab37750ea76f3d939e9e75ba,True,True,True,True
truth_omitted,20059,general,exact,12.45,1.0,34.21828499995172,1.664406000031704,1,3,8,False,4725,b2d8035b9c71f4b4457a2727a5c9935f3493711dd04b45faa76bdcdeb689d53b,470d8918ed8d43900624036d646a13c6c79321fcab37750ea76f3d939e9e75ba,True,True,True,True
