run,attempt,logical_id,phase,arm,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cache_hit_tokens,cache_miss_tokens,latency_seconds,response_id,request_hash,cost
R7C_main,103,primary_c07_resolve_rule/turn_00,primary,resolve_rule,1947,57,2004,43,1664,283,1.1120242080651224,6336c8a9-5952-4a53-ab61-3bfd395b3a15,5a9f528af1191040df22860fb5d7189affee53471b56e771baf8bc3269cc7e0b,UNKNOWN
R7C_main,104,primary_c07_resolve_rule/turn_01,primary,resolve_rule,1983,58,2041,17,1792,191,0.9314104160293937,3cf7d443-b7f1-44ee-9db9-2ab2007b671d,70354c1bdb1c146f5d1efe23039b9d160f9fcb2e54f0ee4eeb05008c7efad808,UNKNOWN
R7C_main,105,primary_c07_resolve_rule/turn_02,primary,resolve_rule,2069,63,2132,13,1920,149,0.9605646249838173,151c09ee-2639-4c3c-bd01-15352c46a13b,4654811ed349efdb59a081650c4b8033412d0e0567a3f3f20702a2cacfc791c6,UNKNOWN
R7C_main,106,primary_c06_inherited/turn_00,primary,inherited,1860,79,1939,65,1664,196,1.0635665000882,78a5a2b5-7c9e-4851-839f-fa55bbf62a91,f4df5a5506b1017ca01e7968146bee38737e922953962b2d5751968e34c9f96a,UNKNOWN
R7C_main,107,primary_c06_inherited/turn_01,primary,inherited,1896,55,1951,14,1664,232,0.8846145002171397,a1c415be-c75c-45ab-8020-7345c5a600cd,432694eb28b4feca91d9f2407ea59d38524652d11b1d4ce1dbb10cce28efd75c,UNKNOWN
R7C_main,108,primary_c06_inherited/turn_02,primary,inherited,1987,62,2049,8,1792,195,0.7040190829429775,bef3840f-86e2-45a6-a084-5d4c88bd787a,86e4f87cba81894961d5bfa564d9925146503950921494101760e6978f93abf8,UNKNOWN
R7C_main,109,primary_c06_stateless/turn_00,primary,stateless,1655,126,1781,112,1408,247,1.271113583119586,0d651238-738d-48a4-8c65-2d95344f693f,99c2bef113fbefbd86e107ee41aee61b5a52766e7f7b1270a2193d2984aa1b49,UNKNOWN
R7C_main,110,primary_c06_stateless/turn_01,primary,stateless,1691,50,1741,9,1536,155,1.0424603330902755,30e660cc-fb29-41dc-ad31-d9e2bf5462f0,2d36da844b551c75cc7d4eef6054976b7cb9963dbcac439b8b6a07bae655e84f,UNKNOWN
R7C_main,111,primary_c06_stateless/turn_02,primary,stateless,1775,60,1835,6,1536,239,0.8791674170643091,9c9735fe-ae2c-47eb-845e-d095b708f648,a238ca83b6b1bbdb2738e628668ff8c1112045cfdca4333e29a1fc1dbbddd265,UNKNOWN
R7C_main,112,primary_c06_resolve_rule/turn_00,primary,resolve_rule,1947,97,2044,83,1792,155,0.9502335002180189,1a1c3341-e32c-48da-9806-e38a9fea2015,4ee62f5769334b9753ca889bb1ebcbd53f1527d54e81230c39d5844a4afbef99,UNKNOWN
R7C_main,113,primary_c06_resolve_rule/turn_01,primary,resolve_rule,1983,55,2038,14,1792,191,0.9130224590189755,2fd9f12e-afee-4baa-9b50-fd8dd5150c74,bb26a57a68e4e787277af67260c4920d077529fc963be0397f6af1cbe28d27bf,UNKNOWN
R7C_main,114,primary_c06_resolve_rule/turn_02,primary,resolve_rule,2068,95,2163,41,1920,148,1.0207837920170277,cf49b814-54fb-48fa-8e18-7935a22a9191,dc5901c95923b1b9168fc9000d70402f372a99c53f64462d1f9357fbd1c1063f,UNKNOWN
R7C_main,115,primary_c12_resolve_rule/turn_00,primary,resolve_rule,1934,179,2113,159,1792,142,1.667661292012781,78264d8d-0bbd-42ab-bc8a-505de5a612a6,f2acce16fe6f8807fb6351f7daf24d79642b5ca7d096af75a1558e8825d6361b,UNKNOWN
R7C_main,116,primary_c12_resolve_rule/turn_01,primary,resolve_rule,2041,55,2096,41,1792,249,0.9609197920653969,64e05fbd-d47b-491a-9356-9837f21e7b5a,e2d07cabf361c06e294555144e370d8b08a8dddb1e28fe9105dd3dbaf094d311,UNKNOWN
R7C_main,117,primary_c12_resolve_rule/turn_02,primary,resolve_rule,2077,39,2116,23,1920,157,0.7463664158713073,d08b5757-a6c0-4036-8888-27f90a8e56e9,2f959e2c6945cce28c81496d9ed734317d232843a78dd486204a3d024dcaf918,UNKNOWN
R7C_main,118,primary_c12_resolve_rule/turn_03,primary,resolve_rule,2115,57,2172,16,1920,195,0.9143862079363316,b7b1081b-a08b-438d-ba59-92e0369b81ed,c26312164f4a3d955d2555b185bcabc64abede37a769203d7912cf977eec6bc5,UNKNOWN
R7C_main,119,primary_c12_resolve_rule/turn_04,primary,resolve_rule,2203,68,2271,16,2048,155,1.1132803750224411,237f8f6d-b6c3-4e5f-8ae4-7247bca4aa6e,7a00c3cc9051a463f2dab662e56aafa0a8122ead0b81dd51a18310d04399defc,UNKNOWN
R7C_main,120,primary_c12_stateless/turn_00,primary,stateless,1642,68,1710,48,1408,234,1.1319063750561327,3465c531-0285-4728-8cc8-ee730e9ec80e,c3a32705d9a13b0f73a12cc496fddc104baadb6d70162b81da8bd8e9b7c742bc,UNKNOWN
R7C_main,121,primary_c12_stateless/turn_01,primary,stateless,1749,62,1811,48,1536,213,0.5693244999274611,b64d04d1-b067-47e9-bfe5-efea03c00a84,c83021d4e81cdf3c381706d3e24eb705ad2d6a4e6c52529cd2170becadb010a7,UNKNOWN
R7C_main,122,primary_c12_stateless/turn_02,primary,stateless,1785,48,1833,32,1536,249,0.7160619590431452,f691a580-9c70-4c23-b27b-b95852fc17d5,16fe53df00f2d28bbe07f6e779e247f11734bb5ee131c3237c80647f7b430668,UNKNOWN
R7C_main,123,primary_c12_stateless/turn_03,primary,stateless,1823,54,1877,13,1664,159,0.8466695831157267,871ffb01-ca75-4df9-b8c6-09f5becb0788,9af5a75b50ee1b6b502e3f5edb9f533b20935319ca3b8453e2fdf9f8b3e0afdd,UNKNOWN
R7C_main,124,primary_c12_stateless/turn_04,primary,stateless,1912,244,2156,175,1664,248,1.8634712500497699,426c2de5-7dad-4e80-bb6a-20f7d8977e80,b4d2b8f50d86ab3118b4b802373550f9b14e2d799ce061818540317189bc9a30,UNKNOWN
R7C_main,125,primary_c12_inherited/turn_00,primary,inherited,1847,137,1984,117,1664,183,1.1010050410404801,e19015a0-4f59-41a3-b471-3c4453c62954,eb5373803e13ee30bf14c9e8ac0db7959541b534052c64c8b55baa010bbf31d3,UNKNOWN
R7C_main,126,primary_c12_inherited/turn_01,primary,inherited,1954,82,2036,68,1792,162,0.8402559999376535,45f5cd96-3bfb-4d35-8135-e36b58d24b86,cc83e980f5938ea298e8d0190b5357e73f3d86a3fd99c3a6d7bcd51e1e45ab4b,UNKNOWN
R7C_main,127,primary_c12_inherited/turn_02,primary,inherited,1990,30,2020,14,1792,198,0.6905117919668555,97fd89b6-ed1d-45b9-827f-495c9300d75c,4908a6efa660f825d9cd3ca747c4a2b58698bbf4509149c7f67a545d6e9b0bfe,UNKNOWN
R7C_main,128,primary_c12_inherited/turn_03,primary,inherited,2028,53,2081,12,1792,236,0.9468245001044124,b863c812-4316-4c40-869a-0ef829b5737a,ea34cd3fa0a988d3fcd53135c919ca5e64b8d986b40f43c3de062856f15aeba4,UNKNOWN
R7C_main,129,primary_c12_inherited/turn_04,primary,inherited,2114,59,2173,18,1920,194,1.0745104579254985,6315502f-dffe-47c6-a05a-f8c72a304447,bcc7af193130eb393dac37ee5baf65b536b23ee03d3cd461310c4d302791c8d4,UNKNOWN
R7C_main,130,primary_c05_stateless/turn_00,primary,stateless,1655,51,1706,37,1408,247,0.567317167064175,0ab8b6ec-8ca3-4b80-991b-709fb4cb9db5,99c2bef113fbefbd86e107ee41aee61b5a52766e7f7b1270a2193d2984aa1b49,UNKNOWN
R7C_main,131,primary_c05_stateless/turn_01,primary,stateless,1691,50,1741,9,1536,155,0.808123332913965,a775bf5e-f062-4aeb-920a-cc2b3ed12949,2d36da844b551c75cc7d4eef6054976b7cb9963dbcac439b8b6a07bae655e84f,UNKNOWN
R7C_main,132,primary_c05_stateless/turn_02,primary,stateless,1775,63,1838,9,1536,239,0.9893272079061717,ad2089ec-dccd-4fda-a598-ee5c3d8f6a3e,7395481dbac261b6f0071b61578c12ccb79eddfa45f626b4dd5874838c57076e,UNKNOWN
R7C_main,133,primary_c05_resolve_rule/turn_00,primary,resolve_rule,1947,94,2041,80,1792,155,1.0923409168608487,7fec6a07-6877-472e-b61c-332bd5811af0,4ee62f5769334b9753ca889bb1ebcbd53f1527d54e81230c39d5844a4afbef99,UNKNOWN
R7C_main,134,primary_c05_resolve_rule/turn_01,primary,resolve_rule,1983,93,2076,52,1792,191,1.285031208069995,78d60f46-397d-40b4-974a-b5da15dd18dd,bb26a57a68e4e787277af67260c4920d077529fc963be0397f6af1cbe28d27bf,UNKNOWN
R7C_main,135,primary_c05_resolve_rule/turn_02,primary,resolve_rule,2069,63,2132,13,1920,149,1.168479667045176,979ab259-54ca-49f6-ba7d-4c4709bd2d41,2634301b40e4bac4eb75f23352a3c079e844c41c3834ccc71305bfd7ef3ad152,UNKNOWN
R7C_main,136,primary_c05_inherited/turn_00,primary,inherited,1860,45,1905,31,1664,196,1.3166376249864697,8e594230-cf18-47e1-a3e5-faffdfc0b544,f4df5a5506b1017ca01e7968146bee38737e922953962b2d5751968e34c9f96a,UNKNOWN
R7C_main,137,primary_c05_inherited/turn_01,primary,inherited,1896,50,1946,9,1664,232,0.8271008329465985,4b27d88f-35fc-4fb7-a5ba-adb8891e6f88,432694eb28b4feca91d9f2407ea59d38524652d11b1d4ce1dbb10cce28efd75c,UNKNOWN
R7C_main,138,primary_c05_inherited/turn_02,primary,inherited,1981,55,2036,0,1792,189,1.0486117920372635,be2d2d88-438f-40a2-91d9-0b04443f7bfc,c7a6cce1f60de59d6a456fc2a932334a9283f4d2ee2fd52c45e0c77e83ff2c6d,UNKNOWN
R7C_main,139,primary_c00_inherited/turn_00,primary,inherited,1847,88,1935,68,1664,183,0.9209760420490056,55d6e7e0-a100-426a-81fe-0044e7b756c2,eb5373803e13ee30bf14c9e8ac0db7959541b534052c64c8b55baa010bbf31d3,UNKNOWN
R7C_main,140,primary_c00_inherited/turn_01,primary,inherited,1954,122,2076,81,1792,162,1.3603530409745872,bb0dbd5a-ae9d-4071-b78f-bdc06542eca1,fd4f0aa36a92dcc05d1ecd9664bb88f424e7d1135b83ec36180a9e4c26807aea,UNKNOWN
R7C_main,141,primary_c00_inherited/turn_02,primary,inherited,2041,69,2110,19,1792,249,1.057370499940589,6c54c055-8667-4238-8e03-9d585b85c69e,9de0614517529e48579f5b9233a796afb7ae56ea3ba30865388a20fe0d631756,UNKNOWN
R7C_main,142,primary_c00_resolve_rule/turn_00,primary,resolve_rule,1934,83,2017,63,1792,142,1.5363720830064267,5c0970ae-ba23-4d19-96c4-a25966a54b6e,f2acce16fe6f8807fb6351f7daf24d79642b5ca7d096af75a1558e8825d6361b,UNKNOWN
R7C_main,143,primary_c00_resolve_rule/turn_01,primary,resolve_rule,2041,47,2088,33,1792,249,1.062197209103033,55f2f1d4-bc86-4bec-bd7c-1cdd303b3983,07ff0bc39e41e1c0446b379d4ccd315799e6d2cb42a4a77d867613c1586b39a7,UNKNOWN
R7C_main,144,primary_c00_resolve_rule/turn_02,primary,resolve_rule,2077,57,2134,16,1920,157,1.0042162090539932,6bfa5ff3-9938-47a2-8dac-4572d3d49e24,7c9fb805a2d7bb300a730e874af0fcbd18340bd989e9fd6a291dc8529d82a388,UNKNOWN
R7C_main,145,primary_c00_resolve_rule/turn_03,primary,resolve_rule,2161,62,2223,20,1920,241,0.9937716249842197,8402fbbd-ae7f-4235-9d71-f4c60c3e29c4,2c0a53271acd0a32f250ccdc18e9ad7b887f2d03337db9fb2aa0b1da8ce0d963,UNKNOWN
R7C_main,146,primary_c00_stateless/turn_00,primary,stateless,1642,48,1690,28,1408,234,0.8697071247734129,938fe6e0-fac8-4913-9d5c-b9083463e0fb,c3a32705d9a13b0f73a12cc496fddc104baadb6d70162b81da8bd8e9b7c742bc,UNKNOWN
R7C_main,147,primary_c00_stateless/turn_01,primary,stateless,1749,42,1791,28,1536,213,0.9704048749990761,1bf9c96f-a97c-4b03-a1dd-8c84b4cbc937,43c7058565db24857c1928c5f145e770334fceab398c40766b1aef6d05dd03dc,UNKNOWN
R7C_main,148,primary_c00_stateless/turn_02,primary,stateless,1785,51,1836,10,1536,249,0.9441613331437111,c6cb69e6-587d-4613-9217-f719c8f7f857,29f8228d4ad15a1bb612bb3d1f868f579dd4256b743fd6abef0f5a55b589d22e,UNKNOWN
R7C_main,149,primary_c00_stateless/turn_03,primary,stateless,1869,74,1943,15,1664,205,0.921254166867584,ef7f738e-9e6c-40d1-998e-7458aaae1769,4acaf9f3256267af5a9cc1a06a439a23ecc229a8f6cb507398615cce5281fefb,UNKNOWN
R7C_main,150,repeat_c10_inherited/turn_00,repeat,inherited,1890,66,1956,46,1664,226,1.0006552499253303,11026534-b541-4214-9753-eb7bacc31e68,bf50ac246b747e7455b956bc2679bfaf8c5e457b6df58b755c239c39b86d1743,UNKNOWN
R7C_main,151,repeat_c10_inherited/turn_01,repeat,inherited,2011,154,2165,104,1792,219,1.4823507089167833,43062a07-a3c4-4ca1-8cea-efee3a12e0d5,7a0b8b417a7a4d9b6fdefaad2e6345550b0ad7872d22bca7eb175416f5859a6d,UNKNOWN
R7C_main,152,repeat_c10_inherited/turn_02,repeat,inherited,2083,120,2203,54,1920,163,1.3146358751691878,9cf548a5-f718-4e93-8576-7df46051bbb7,29204d0337187f4af550ec043eca515cc64af1df2cbe63220ee326a64f3cc317,UNKNOWN
R7C_main,153,repeat_c02_stateless/turn_00,repeat,stateless,1642,82,1724,62,1408,234,1.0409200831782073,4bc0b7f1-891d-480a-b4ce-4e56bb08421d,c3a32705d9a13b0f73a12cc496fddc104baadb6d70162b81da8bd8e9b7c742bc,UNKNOWN
R7C_main,154,repeat_c02_stateless/turn_01,repeat,stateless,1749,58,1807,44,1536,213,1.4225005418993533,574be882-7267-499f-b9dd-3f38d889c9d9,c83021d4e81cdf3c381706d3e24eb705ad2d6a4e6c52529cd2170becadb010a7,UNKNOWN
R7C_main,155,repeat_c02_stateless/turn_02,repeat,stateless,1785,51,1836,10,1536,249,1.0731665410567075,bcd835a9-cd56-49a1-a49e-47ebea79a5d3,9fff1d55a80bc7726526c4315cb8b0d4f9849c003f4f1e1e0d5651359c1dfb9c,UNKNOWN
R7C_main,156,repeat_c02_stateless/turn_03,repeat,stateless,1870,43,1913,9,1664,206,0.9214985410217196,f649aebf-baaf-4c13-9001-5eddc3628947,3f8e2b8dca8fa12d75ed0ad5d9e992ffbe95d9c545421ae7cd99ff47cdd7c2eb,UNKNOWN
R7C_main,157,repeat_c02_inherited/turn_00,repeat,inherited,1847,108,1955,88,1664,183,0.8404650420416147,050f09df-bc6e-4920-8274-ff248f6ae80f,eb5373803e13ee30bf14c9e8ac0db7959541b534052c64c8b55baa010bbf31d3,UNKNOWN
R7C_main,158,repeat_c02_inherited/turn_01,repeat,inherited,1954,82,2036,41,1792,162,0.8438275831285864,8461000d-cb5a-4b2e-885d-88ed692d9138,cc83e980f5938ea298e8d0190b5357e73f3d86a3fd99c3a6d7bcd51e1e45ab4b,UNKNOWN
R7C_main,159,repeat_c02_inherited/turn_02,repeat,inherited,2037,68,2105,9,1792,245,1.123787541873753,ff4dda8e-e296-42d4-a221-70189e5d53ba,957d7f96cdb9a1029915b177c58b9b3749c5d68ce2ef093a2b299da1af31c215,UNKNOWN
R7C_main,160,repeat_c02_resolve_rule/turn_00,repeat,resolve_rule,1934,57,1991,37,1792,142,0.7501586249563843,b5142e65-3594-4e19-967c-80ea8ce100bb,f2acce16fe6f8807fb6351f7daf24d79642b5ca7d096af75a1558e8825d6361b,UNKNOWN
R7C_main,161,repeat_c02_resolve_rule/turn_01,repeat,resolve_rule,2041,147,2188,106,1792,249,1.802639374975115,5123c5dd-9b52-40e0-8d21-c1a60369138f,e2d07cabf361c06e294555144e370d8b08a8dddb1e28fe9105dd3dbaf094d311,UNKNOWN
R7C_main,162,repeat_c02_resolve_rule/turn_02,repeat,resolve_rule,2127,47,2174,7,1920,207,0.9113371658604592,0ed9b904-c179-486f-b2f3-bda2841b883e,008f51162eabf4ab6348c9f14b59577fd7c239e7bcae428ad16d5f4569c0f3a8,UNKNOWN
R7C_main,163,repeat_c10_resolve_rule/turn_00,repeat,resolve_rule,1977,110,2087,90,1792,185,1.0384200420230627,540a9cd1-c24b-4ae4-b0bf-b43541ddbb82,cbd10c1c5d65d58ef95a7b9fce6ade52cbb520a63d586166a95bc35bfd3ab1ba,UNKNOWN
R7C_main,164,repeat_c10_resolve_rule/turn_01,repeat,resolve_rule,2098,131,2229,81,1920,178,0.8905231249518692,e0689cb7-7b34-4557-a638-b5076dbfce64,b102ca292ac2702dd1ddc41ad91d86209d9119b538a78c1cfcb4a154666602c9,UNKNOWN
R7C_main,165,repeat_c10_resolve_rule/turn_02,repeat,resolve_rule,2170,117,2287,53,1920,250,1.2526724999770522,2d40cb7a-75a4-40da-8ea3-dcb6bdad7693,ce760373bd167b7074352ce8576bb7ad92e641044b902c22d7771c9890233761,UNKNOWN
R7C_main,166,repeat_c10_stateless/turn_00,repeat,stateless,1626,46,1672,26,1408,218,0.8586910001467913,b5177a76-54bd-4c7c-8deb-b9bf20a620c4,87c0a13e2cc1009ed862c5fe579e6630846e59bfe9c9f9928489dfd52fe4f514,UNKNOWN
R7C_main,167,repeat_c10_stateless/turn_01,repeat,stateless,1747,85,1832,35,1536,211,0.9804731670301408,efeb4fc2-2b53-462d-b0a1-26b1348836d4,eabe2a59370c089a07dc63125ebc306309a07c9d2104ca051a4a91bfc03cbc62,UNKNOWN
R7C_main,168,repeat_c10_stateless/turn_02,repeat,stateless,1819,76,1895,19,1664,155,1.330521292053163,78895503-32ae-4065-b1ae-cb2d8dc38766,f16b645d388dcbbee2f8fc2d23cc1c13fd3b39f7a05a611e3fa6f998d13b98f8,UNKNOWN
