stream,condition,menu,method,step,q,failure,success,credits,budget_after,task_cost,semantic_mismatches,stale_but_correct,fresh_but_wrong,page_error,predicted_failure,planning_seconds,probe_seconds,tool_seconds
49,data_shift,single,single_effect_exact,1,1,0,1,2,6,0.1,0,0,0,0,0.0,7.709022611379623e-06,1.2919772416353226e-06,5.124835297465324e-06
49,data_shift,single,single_effect_exact,2,1,0,1,0,6,0.0,1,1,0,0,0.12,7.333001121878624e-06,6.670597940683365e-07,4.332978278398514e-06
49,data_shift,single,single_effect_exact,3,1,0,1,2,4,0.1,0,0,0,0,0.0,7.58306123316288e-06,1.1669471859931946e-06,4.250090569257736e-06
49,data_shift,single,single_effect_exact,4,1,0,1,0,4,0.0,0,0,0,0,0.12,7.2910916060209274e-06,5.83939254283905e-07,3.833090886473656e-06
49,data_shift,single,single_effect_exact,5,1,0,1,2,2,0.1,0,0,0,0,0.0,7.082941010594368e-06,9.580980986356735e-07,3.7909485399723053e-06
49,data_shift,single,single_effect_exact,6,1,0,1,0,2,0.0,0,0,0,0,0.12,7.166992872953415e-06,5.420297384262085e-07,3.833090886473656e-06
49,data_shift,single,single_effect_exact,7,1,0,1,2,0,0.1,0,0,0,0,0.0,7.542083039879799e-06,9.16188582777977e-07,3.959052264690399e-06
50,data_shift,single,single_effect_exact,0,2,1,0,0,8,1.0,1,0,0,0,0.277872,9.250128641724586e-06,7.920898497104645e-07,1.991703175008297e-05
50,data_shift,single,single_effect_exact,1,0,1,0,0,8,1.0,1,0,0,0,0.37779455999999995,7.4999406933784485e-06,6.2515027821064e-07,1.3708136975765228e-05
50,data_shift,single,single_effect_exact,2,1,0,1,2,6,0.1,0,0,0,0,0.0,7.666880264878273e-06,1.2079253792762756e-06,4.9578957259655e-06
50,data_shift,single,single_effect_exact,3,1,0,1,0,6,0.0,0,0,0,0,0.12,7.207971066236496e-06,5.417969077825546e-07,4.125060513615608e-06
50,data_shift,single,single_effect_exact,4,3,0,1,4,2,0.2,0,0,0,0,0.1188,7.542083039879799e-06,1.6249250620603561e-06,1.4666933566331863e-05
50,data_shift,single,single_effect_exact,5,4,0,1,0,2,0.0,0,0,0,0,0.2489712864,7.582828402519226e-06,6.249174475669861e-07,1.3416865840554237e-05
50,data_shift,single,single_effect_exact,6,2,0,1,2,0,0.1,1,1,0,0,0.35903601254399997,7.291790097951889e-06,1.0409858077764511e-06,1.3459008187055588e-05
50,data_shift,single,single_effect_exact,7,2,1,0,0,0,1.0,2,0,0,0,0.49977290797724466,7.916940376162529e-06,5.41098415851593e-07,1.6292091459035873e-05
51,data_shift,single,single_effect_exact,0,3,0,1,0,8,0.0,0,0,0,0,0.197928,9.875046089291573e-06,8.749775588512421e-07,1.9832979887723923e-05
51,data_shift,single,single_effect_exact,1,3,0,1,0,8,0.0,0,0,0,0,0.32807965132799993,7.916940376162529e-06,7.080379873514175e-07,1.6625039279460907e-05
51,data_shift,single,single_effect_exact,2,3,0,1,4,4,0.2,0,0,0,0,0.092043,7.875030860304832e-06,1.8330756574869156e-06,1.5666941180825233e-05
51,data_shift,single,single_effect_exact,3,0,0,1,0,4,0.0,1,1,0,0,0.29867266559999994,7.750000804662704e-06,4.998873919248581e-07,1.0624993592500687e-05
51,data_shift,single,single_effect_exact,4,0,0,1,0,4,0.0,1,1,0,0,0.39059931699455996,7.6249707490205765e-06,5.00120222568512e-07,1.0208925232291222e-05
51,data_shift,single,single_effect_exact,5,0,0,1,4,0,0.2,0,0,0,0,0.0,7.667113095521927e-06,1.4170072972774506e-06,1.3084150850772858e-05
51,data_shift,single,single_effect_exact,6,0,0,1,0,0,0.0,0,0,0,0,0.2256,7.917173206806183e-06,5.420297384262085e-07,1.2415926903486252e-05
51,data_shift,single,single_effect_exact,7,0,0,1,0,0,0.0,0,0,0,0,0.37779455999999995,7.750000804662704e-06,6.2515027821064e-07,1.2292061001062393e-05
52,data_shift,single,single_effect_exact,0,4,0,1,0,8,0.0,0,0,0,0,0.184614,9.95909795165062e-06,9.168870747089386e-07,2.0832987502217293e-05
52,data_shift,single,single_effect_exact,1,4,0,1,2,6,0.1,0,0,0,0,0.12712127999999998,7.833121344447136e-06,1.4170072972774506e-06,1.7167069017887115e-05
52,data_shift,single,single_effect_exact,2,4,0,1,0,6,0.0,0,0,0,0,0.26670797796864,7.542083039879799e-06,5.830079317092896e-07,1.6416888684034348e-05
52,data_shift,single,single_effect_exact,3,4,0,1,4,2,0.2,0,0,0,0,0.052060800000000004,7.791910320520401e-06,1.5408731997013092e-06,1.5125144273042679e-05
52,data_shift,single,single_effect_exact,4,4,1,0,0,2,1.0,1,0,0,1,0.21650752894463998,7.583992555737495e-06,5.83939254283905e-07,2.7078203856945038e-06
52,data_shift,single,single_effect_exact,5,4,0,1,2,0,0.1,1,1,0,0,0.1527460022550528,7.832888513803482e-06,1.0831281542778015e-06,1.1667143553495407e-05
52,data_shift,single,single_effect_exact,6,4,0,1,0,0,0.0,1,1,0,0,0.1814752517767842,7.4589625000953674e-06,4.998873919248581e-07,1.0874820873141289e-05
52,data_shift,single,single_effect_exact,7,2,1,0,0,0,1.0,1,0,0,0,0.5970234394920977,7.375143468379974e-06,5.417969077825546e-07,1.1249911040067673e-05
53,data_shift,single,single_effect_exact,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,1.0291114449501038e-05,8.330680429935455e-07,1.1750031262636185e-05
53,data_shift,single,single_effect_exact,1,0,1,0,0,8,1.0,1,0,0,1,0.37779455999999995,7.875030860304832e-06,6.2515027821064e-07,3.1660310924053192e-06
53,data_shift,single,single_effect_exact,2,0,0,1,4,4,0.2,0,0,0,0,0.0,7.707858458161354e-06,1.7920974642038345e-06,8.709030225872993e-06
53,data_shift,single,single_effect_exact,3,1,0,1,2,2,0.1,0,0,0,0,0.0,7.667113095521927e-06,1.0831281542778015e-06,5.708076059818268e-06
53,data_shift,single,single_effect_exact,4,1,0,1,0,2,0.0,0,0,0,0,0.11999999999999997,7.750000804662704e-06,5.420297384262085e-07,4.542060196399689e-06
53,data_shift,single,single_effect_exact,5,1,0,1,0,2,0.0,0,0,0,0,0.2112,7.4999406933784485e-06,5.420297384262085e-07,3.916211426258087e-06
53,data_shift,single,single_effect_exact,6,1,0,1,2,0,0.1,0,0,0,0,0.0,7.792143151164055e-06,9.168870747089386e-07,3.7921126931905746e-06
53,data_shift,single,single_effect_exact,7,1,0,1,0,0,0.0,0,0,0,0,0.12,7.750000804662704e-06,5.420297384262085e-07,3.7499703466892242e-06
54,data_shift,single,single_effect_exact,0,1,0,1,0,8,0.0,0,0,0,0,0.12,9.583774954080582e-06,8.749775588512421e-07,6.084097549319267e-06
54,data_shift,single,single_effect_exact,1,4,0,1,0,8,0.0,0,0,0,0,0.040771517951999986,7.791910320520401e-06,6.249174475669861e-07,1.6041100025177002e-05
54,data_shift,single,single_effect_exact,2,4,0,1,0,8,0.0,0,0,0,0,0.051871012274737144,7.582828402519226e-06,6.249174475669861e-07,1.391698606312275e-05
54,data_shift,single,single_effect_exact,3,4,0,1,0,8,0.0,0,0,0,0,0.05958619920670964,7.792143151164055e-06,5.830079317092896e-07,1.3290904462337494e-05
54,data_shift,single,single_effect_exact,4,4,0,1,2,6,0.1,1,1,0,0,0.021149983926080466,7.58306123316288e-06,1.2498348951339722e-06,1.400010660290718e-05
54,data_shift,single,single_effect_exact,5,4,0,1,0,6,0.0,1,1,0,0,0.03643988693248839,7.542083039879799e-06,4.5890919864177704e-07,1.3459008187055588e-05
54,data_shift,single,single_effect_exact,6,4,0,1,0,6,0.0,1,1,0,0,0.04757006960362441,7.58306123316288e-06,5.00120222568512e-07,1.3082986697554588e-05
54,data_shift,single,single_effect_exact,7,4,0,1,0,6,0.0,0,0,0,0,0.05574903637978457,7.666880264878273e-06,5.00120222568512e-07,1.270882785320282e-05
55,data_shift,single,single_effect_exact,0,2,0,1,0,8,0.0,0,0,0,0,0.277872,9.792158380150795e-06,8.330680429935455e-07,1.795799471437931e-05
55,data_shift,single,single_effect_exact,1,2,1,0,0,8,1.0,1,0,0,1,0.45171256627199996,7.790978997945786e-06,6.249174475669861e-07,3.2908283174037933e-06
55,data_shift,single,single_effect_exact,2,2,0,1,4,4,0.2,0,0,0,0,0.15778799999999998,7.458031177520752e-06,1.8749851733446121e-06,1.5541911125183105e-05
55,data_shift,single,single_effect_exact,3,2,0,1,2,2,0.1,1,1,0,0,0.174225,7.4999406933784485e-06,1.0409858077764511e-06,1.191697083413601e-05
55,data_shift,single,single_effect_exact,4,2,1,0,0,2,1.0,1,0,0,0,0.3441084287999999,7.4999406933784485e-06,5.841720849275589e-07,1.0541873052716255e-05
55,data_shift,single,single_effect_exact,5,2,0,1,2,0,0.1,0,0,0,0,0.24677658719999998,7.458031177520752e-06,1.00000761449337e-06,1.2709060683846474e-05
55,data_shift,single,single_effect_exact,6,2,1,0,0,0,1.0,1,0,0,0,0.38645629000826875,7.2908587753772736e-06,5.420297384262085e-07,1.0707881301641464e-05
55,data_shift,single,single_effect_exact,7,2,0,1,0,0,0.0,1,1,0,0,0.48242621068531255,7.291790097951889e-06,5.417969077825546e-07,1.1458992958068848e-05
56,data_shift,single,single_effect_exact,0,3,1,0,0,8,1.0,1,0,0,0,0.20403,1.0125106200575829e-05,8.33999365568161e-07,1.3708136975765228e-05
56,data_shift,single,single_effect_exact,1,3,1,0,0,8,1.0,3,0,0,0,0.33952076927999997,7.790978997945786e-06,5.830079317092896e-07,1.4374963939189911e-05
56,data_shift,single,single_effect_exact,2,4,1,0,2,6,1.1,2,0,0,0,0.044524547712,7.832888513803482e-06,1.2919772416353226e-06,1.4208955690264702e-05
56,data_shift,single,single_effect_exact,3,4,1,0,0,6,1.0,2,0,0,0,0.05477255746411315,7.666880264878273e-06,5.420297384262085e-07,1.3041077181696892e-05
56,data_shift,single,single_effect_exact,4,3,1,0,2,4,1.1,1,0,0,0,0.21412110041855997,7.333001121878624e-06,1.125037670135498e-06,1.037493348121643e-05
56,data_shift,single,single_effect_exact,5,3,0,1,2,2,0.1,1,1,0,0,0.22754026017792,7.665948942303658e-06,1.0419171303510666e-06,1.0542105883359909e-05
56,data_shift,single,single_effect_exact,6,3,1,0,2,0,1.1,1,0,0,0,0.1907074094432256,7.6249707490205765e-06,9.580980986356735e-07,9.666895493865013e-06
56,data_shift,single,single_effect_exact,7,4,0,1,0,0,0.0,1,1,0,0,0.03021909525741097,7.4999406933784485e-06,5.00120222568512e-07,1.116609200835228e-05
57,data_shift,single,single_effect_exact,0,4,1,0,0,8,1.0,1,0,0,1,0.184614,9.624985978007317e-06,8.749775588512421e-07,4.125060513615608e-06
57,data_shift,single,single_effect_exact,1,4,0,1,2,6,0.1,0,0,0,0,0.12712127999999998,7.6249707490205765e-06,1.2908130884170532e-06,1.6208039596676826e-05
57,data_shift,single,single_effect_exact,2,4,1,0,2,4,1.1,1,0,0,0,0.04412712,7.4589625000953674e-06,9.997747838497162e-07,1.5250174328684807e-05
57,data_shift,single,single_effect_exact,3,0,0,1,2,2,0.1,0,0,0,0,0.12869999999999998,7.6249707490205765e-06,1.0409858077764511e-06,1.158309169113636e-05
57,data_shift,single,single_effect_exact,4,0,0,1,0,2,0.0,0,0,0,0,0.2704245599999999,7.4999406933784485e-06,5.420297384262085e-07,1.0167015716433525e-05
57,data_shift,single,single_effect_exact,5,0,0,1,0,2,0.0,1,1,0,0,0.37135568025599996,7.4999406933784485e-06,5.420297384262085e-07,8.333008736371994e-06
57,data_shift,single,single_effect_exact,6,0,0,1,2,0,0.1,1,1,0,0,0.22743321119999999,7.417052984237671e-06,9.580980986356735e-07,8.499948307871819e-06
57,data_shift,single,single_effect_exact,7,0,1,0,0,0,1.0,1,0,0,0,0.33645733165056,7.750000804662704e-06,5.00120222568512e-07,8.041970431804657e-06
58,data_shift,single,single_effect_exact,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,9.999843314290047e-06,9.16188582777977e-07,1.8416903913021088e-05
58,data_shift,single,single_effect_exact,1,0,0,1,0,8,0.0,0,0,0,0,0.37779455999999995,7.832888513803482e-06,6.249174475669861e-07,1.5834113582968712e-05
58,data_shift,single,single_effect_exact,2,0,0,1,4,4,0.2,0,0,0,0,0.0,7.6249707490205765e-06,1.6249250620603561e-06,1.4499993994832039e-05
58,data_shift,single,single_effect_exact,3,0,0,1,0,4,0.0,0,0,0,0,0.2256,7.5409188866615295e-06,4.5797787606716156e-07,1.4499993994832039e-05
58,data_shift,single,single_effect_exact,4,1,0,1,2,2,0.1,0,0,0,0,0.0,7.4158888310194016e-06,9.580980986356735e-07,5.124835297465324e-06
58,data_shift,single,single_effect_exact,5,1,0,1,0,2,0.0,1,1,0,0,0.12,7.583992555737495e-06,6.249174475669861e-07,4.250090569257736e-06
58,data_shift,single,single_effect_exact,6,1,0,1,2,0,0.1,0,0,0,0,0.0,7.292022928595543e-06,1.0828953236341476e-06,4.041939973831177e-06
58,data_shift,single,single_effect_exact,7,1,0,1,0,0,0.0,0,0,0,0,0.12,7.250113412737846e-06,5.00120222568512e-07,4.00003045797348e-06
59,data_shift,single,single_effect_exact,0,1,0,1,0,8,0.0,0,0,0,0,0.12,9.874813258647919e-06,8.328352123498917e-07,6.207963451743126e-06
59,data_shift,single,single_effect_exact,1,1,0,1,2,6,0.1,0,0,0,0,0.0,7.750000804662704e-06,1.2079253792762756e-06,4.959059879183769e-06
59,data_shift,single,single_effect_exact,2,1,0,1,0,6,0.0,0,0,0,0,0.12,7.58306123316288e-06,6.2515027821064e-07,4.458939656615257e-06
59,data_shift,single,single_effect_exact,3,2,0,1,4,2,0.2,0,0,0,0,0.1188,7.750000804662704e-06,1.5830155462026596e-06,1.637497916817665e-05
59,data_shift,single,single_effect_exact,4,2,0,1,0,2,0.0,0,0,0,0,0.3477910272,7.541850209236145e-06,5.830079317092896e-07,1.3333046808838844e-05
59,data_shift,single,single_effect_exact,5,2,1,0,2,0,1.1,1,0,0,0,0.35903601254399997,7.874798029661179e-06,1.0409858077764511e-06,1.4082994312047958e-05
59,data_shift,single,single_effect_exact,6,2,1,0,0,0,1.0,1,0,0,0,0.49977290797724466,7.709022611379623e-06,4.998873919248581e-07,1.4041084796190262e-05
59,data_shift,single,single_effect_exact,7,4,1,0,0,0,1.0,1,0,0,0,0.38991187968339147,7.750000804662704e-06,5.83939254283905e-07,1.3124896213412285e-05
60,data_shift,single,single_effect_exact,0,2,0,1,0,8,0.0,0,0,0,0,0.280578,9.750016033649445e-06,8.749775588512421e-07,1.7458107322454453e-05
60,data_shift,single,single_effect_exact,1,2,0,1,0,8,0.0,0,0,0,0,0.4552693601279999,7.750000804662704e-06,6.249174475669861e-07,1.4832941815257072e-05
60,data_shift,single,single_effect_exact,2,2,0,1,4,4,0.2,0,0,0,0,0.16655399999999998,8.00006091594696e-06,1.7080456018447876e-06,1.4083925634622574e-05
60,data_shift,single,single_effect_exact,3,2,0,1,0,4,0.0,0,0,0,0,0.378250595328,7.4589625000953674e-06,4.5890919864177704e-07,1.3790791854262352e-05
60,data_shift,single,single_effect_exact,4,2,1,0,0,4,1.0,1,0,0,1,0.5147047587582688,7.417052984237671e-06,4.998873919248581e-07,2.6670750230550766e-06
60,data_shift,single,single_effect_exact,5,2,0,1,4,0,0.2,0,0,0,0,0.239667208704,7.333001121878624e-06,1.4579854905605316e-06,1.4083227142691612e-05
60,data_shift,single,single_effect_exact,6,2,0,1,0,0,0.0,0,0,0,0,0.37951397640555723,7.3749106377363205e-06,5.408655852079391e-07,1.3333046808838844e-05
60,data_shift,single,single_effect_exact,7,2,1,0,0,0,1.0,1,0,0,0,0.47528776749246726,7.292022928595543e-06,4.591420292854309e-07,1.0417075827717781e-05
61,data_shift,single,single_effect_exact,0,3,0,1,0,8,0.0,0,0,0,0,0.20403,9.875046089291573e-06,8.330680429935455e-07,1.9999919459223747e-05
61,data_shift,single,single_effect_exact,1,3,0,1,0,8,0.0,1,1,0,0,0.33952076927999997,7.875030860304832e-06,7.501803338527679e-07,1.6458099707961082e-05
61,data_shift,single,single_effect_exact,2,3,0,1,4,4,0.2,0,0,0,0,0.092043,7.665948942303658e-06,1.7920974642038345e-06,1.5832949429750443e-05
61,data_shift,single,single_effect_exact,3,2,0,1,0,4,0.0,1,1,0,0,0.3198405444479999,7.4999406933784485e-06,5.00120222568512e-07,1.4999881386756897e-05
61,data_shift,single,single_effect_exact,4,2,0,1,0,4,0.0,1,1,0,0,0.4366699525290516,7.3749106377363205e-06,5.420297384262085e-07,1.591700129210949e-05
61,data_shift,single,single_effect_exact,5,2,0,1,4,0,0.2,0,0,0,0,0.16655399999999998,7.292022928595543e-06,1.4170072972774506e-06,1.5458092093467712e-05
61,data_shift,single,single_effect_exact,6,2,0,1,0,0,0.0,0,0,0,0,0.33449729644799997,7.500173524022102e-06,5.41098415851593e-07,1.500011421740055e-05
61,data_shift,single,single_effect_exact,7,2,0,1,0,0,0.0,1,1,0,0,0.44665466496425155,7.375143468379974e-06,5.420297384262085e-07,1.3208016753196716e-05
62,data_shift,single,single_effect_exact,0,4,0,1,0,8,0.0,0,0,0,0,0.184614,9.58307646214962e-06,8.749775588512421e-07,1.6750069335103035e-05
62,data_shift,single,single_effect_exact,1,4,0,1,2,6,0.1,0,0,0,0,0.12712127999999998,7.791910320520401e-06,1.334119588136673e-06,1.4457851648330688e-05
62,data_shift,single,single_effect_exact,2,4,0,1,0,6,0.0,0,0,0,0,0.26670797796864,7.458031177520752e-06,5.827751010656357e-07,1.3415934517979622e-05
62,data_shift,single,single_effect_exact,3,1,0,1,2,4,0.1,0,0,0,0,0.0,7.4999406933784485e-06,1.1671800166368484e-06,4.458008334040642e-06
62,data_shift,single,single_effect_exact,4,1,0,1,0,4,0.0,0,0,0,0,0.12,7.666880264878273e-06,5.417969077825546e-07,3.958819434046745e-06
62,data_shift,single,single_effect_exact,5,1,0,1,2,2,0.1,0,0,0,0,0.0,7.58306123316288e-06,9.168870747089386e-07,4.500150680541992e-06
62,data_shift,single,single_effect_exact,6,1,0,1,0,2,0.0,0,0,0,0,0.12,7.6249707490205765e-06,6.66128471493721e-07,4.124827682971954e-06
62,data_shift,single,single_effect_exact,7,1,0,1,2,0,0.1,0,0,0,0,0.0,7.5409188866615295e-06,1.084059476852417e-06,3.915978595614433e-06
63,data_shift,single,single_effect_exact,0,0,1,0,0,8,1.0,1,0,0,0,0.18435,9.541865438222885e-06,8.328352123498917e-07,1.416611485183239e-05
63,data_shift,single,single_effect_exact,1,0,1,0,0,8,1.0,2,0,0,0,0.31271856,7.875030860304832e-06,6.249174475669861e-07,8.916947990655899e-06
63,data_shift,single,single_effect_exact,2,0,0,1,4,4,0.2,0,0,0,0,0.0,7.4999406933784485e-06,1.834006980061531e-06,1.4666002243757248e-05
63,data_shift,single,single_effect_exact,3,0,0,1,0,4,0.0,0,0,0,0,0.2256,7.833121344447136e-06,5.830079317092896e-07,1.2625008821487427e-05
63,data_shift,single,single_effect_exact,4,0,1,0,0,4,1.0,1,0,0,0,0.37779455999999995,7.5409188866615295e-06,5.417969077825546e-07,1.037493348121643e-05
63,data_shift,single,single_effect_exact,5,0,0,1,4,0,0.2,0,0,0,0,0.0,7.3749106377363205e-06,1.334119588136673e-06,1.254212111234665e-05
63,data_shift,single,single_effect_exact,6,0,1,0,0,0,1.0,1,0,0,1,0.2256,7.2910916060209274e-06,5.00120222568512e-07,2.583954483270645e-06
63,data_shift,single,single_effect_exact,7,0,1,0,0,0,1.0,1,0,0,1,0.37779455999999995,7.3749106377363205e-06,6.2515027821064e-07,2.499902620911598e-06
0,matched,single,any_exact,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,1.0375166311860085e-05,1.2919772416353226e-06,2.3250002413988113e-05
0,matched,single,any_exact,1,0,0,1,0,8,0.0,0,0,0,0,0.37779455999999995,8.083879947662354e-06,7.499475032091141e-07,1.1665979400277138e-05
0,matched,single,any_exact,2,0,0,1,4,4,0.2,0,0,0,0,0.0,7.3749106377363205e-06,2.166023477911949e-06,1.1832918971776962e-05
0,matched,single,any_exact,3,0,1,0,0,4,1.0,1,0,0,0,0.2256,7.750000804662704e-06,7.080379873514175e-07,1.3750046491622925e-05
0,matched,single,any_exact,4,0,1,0,0,4,1.0,1,0,0,0,0.37779455999999995,7.5409188866615295e-06,6.670597940683365e-07,1.3541197404265404e-05
0,matched,single,any_exact,5,0,0,1,4,0,0.2,0,0,0,0,0.0,7.583992555737495e-06,1.6668345779180527e-06,1.1625001206994057e-05
0,matched,single,any_exact,6,0,1,0,0,0,1.0,1,0,0,1,0.2256,7.333001121878624e-06,5.420297384262085e-07,2.6670750230550766e-06
0,matched,single,any_exact,7,0,1,0,0,0,1.0,1,0,0,1,0.37779455999999995,7.2498805820941925e-06,5.420297384262085e-07,2.5830231606960297e-06
1,matched,single,any_exact,0,1,1,0,0,8,1.0,1,0,0,0,0.12,1.0207993909716606e-05,1.166015863418579e-06,8.875038474798203e-06
1,matched,single,any_exact,1,0,0,1,0,8,0.0,0,0,0,0,0.37779455999999995,7.790978997945786e-06,6.249174475669861e-07,1.5875091776251793e-05
1,matched,single,any_exact,2,0,0,1,4,4,0.2,0,0,0,0,0.0,7.458031177520752e-06,1.8749851733446121e-06,1.4082994312047958e-05
1,matched,single,any_exact,3,0,0,1,0,4,0.0,0,0,0,0,0.2256,7.3749106377363205e-06,6.2515027821064e-07,1.2625008821487427e-05
1,matched,single,any_exact,4,0,0,1,0,4,0.0,0,0,0,0,0.37779455999999995,7.209135219454765e-06,5.420297384262085e-07,1.2167030945420265e-05
1,matched,single,any_exact,5,0,0,1,4,0,0.2,0,0,0,0,0.0,7.3339324444532394e-06,1.4170072972774506e-06,1.291697844862938e-05
1,matched,single,any_exact,6,0,0,1,0,0,0.0,0,0,0,0,0.2256,7.207971066236496e-06,5.420297384262085e-07,1.2459000572562218e-05
1,matched,single,any_exact,7,0,0,1,0,0,0.0,0,0,0,0,0.37779455999999995,7.2498805820941925e-06,4.5821070671081543e-07,1.254212111234665e-05
2,matched,single,any_exact,0,2,0,1,0,8,0.0,0,0,0,0,0.277872,9.666197001934052e-06,8.749775588512421e-07,1.8208054825663567e-05
2,matched,single,any_exact,1,2,0,1,0,8,0.0,0,0,0,0,0.45171256627199996,7.708091288805008e-06,6.670597940683365e-07,1.4833174645900726e-05
2,matched,single,any_exact,2,2,0,1,2,6,0.1,0,0,0,0,0.394038572544,7.4999406933784485e-06,1.3329554349184036e-06,1.3875076547265053e-05
2,matched,single,any_exact,3,1,0,1,2,4,0.1,0,0,0,0,0.0,7.500173524022102e-06,1.250067725777626e-06,4.624947905540466e-06
2,matched,single,any_exact,4,1,0,1,0,4,0.0,0,0,0,0,0.12,7.292022928595543e-06,6.249174475669861e-07,4.166970029473305e-06
2,matched,single,any_exact,5,1,0,1,2,2,0.1,0,0,0,0,0.0,7.375143468379974e-06,9.59029421210289e-07,4.250090569257736e-06
2,matched,single,any_exact,6,1,0,1,0,2,0.0,0,0,0,0,0.12,7.58306123316288e-06,5.420297384262085e-07,4.207948222756386e-06
2,matched,single,any_exact,7,1,0,1,2,0,0.1,0,0,0,0,0.0,7.58306123316288e-06,9.16188582777977e-07,4.00003045797348e-06
3,matched,single,any_exact,0,3,1,0,0,8,1.0,1,0,0,1,0.271668,9.791925549507141e-06,8.328352123498917e-07,4.624947905540466e-06
3,matched,single,any_exact,1,3,1,0,0,8,1.0,1,0,0,1,0.44239993036799996,7.58306123316288e-06,5.830079317092896e-07,3.1657982617616653e-06
3,matched,single,any_exact,2,1,0,1,2,6,0.1,0,0,0,0,0.0,7.4589625000953674e-06,1.1669471859931946e-06,5.5409036576747894e-06
3,matched,single,any_exact,3,1,1,0,0,6,1.0,1,0,0,0,0.12,7.458031177520752e-06,5.00120222568512e-07,4.292000085115433e-06
3,matched,single,any_exact,4,1,0,1,2,4,0.1,0,0,0,0,0.0,7.207971066236496e-06,1.00000761449337e-06,4.165805876255035e-06
3,matched,single,any_exact,5,3,0,1,4,0,0.2,1,1,0,0,0.061875,7.458031177520752e-06,1.375097781419754e-06,1.5459023416042328e-05
3,matched,single,any_exact,6,3,1,0,0,0,1.0,2,0,0,0,0.23686128,7.541850209236145e-06,5.417969077825546e-07,1.5625031664967537e-05
3,matched,single,any_exact,7,3,1,0,0,0,1.0,3,0,0,0,0.3532872086092799,7.2498805820941925e-06,4.998873919248581e-07,1.1667143553495407e-05
4,matched,single,any_exact,0,4,0,1,0,8,0.0,1,1,0,0,0.07344600000000001,9.792158380150795e-06,8.749775588512421e-07,1.4083925634622574e-05
4,matched,single,any_exact,1,4,0,1,0,8,0.0,2,1,0,0,0.12455120409599998,7.707858458161354e-06,6.658956408500671e-07,9.00006853044033e-06
4,matched,single,any_exact,2,2,1,0,2,6,1.1,2,0,0,0,0.394038572544,7.3749106377363205e-06,1.3329554349184036e-06,1.9416911527514458e-05
4,matched,single,any_exact,3,2,0,1,4,2,0.2,0,0,0,0,0.12,7.3749106377363205e-06,1.4998950064182281e-06,1.0750023648142815e-05
4,matched,single,any_exact,4,2,0,1,2,0,0.1,0,0,0,0,0.182475,7.292022928595543e-06,1.0409858077764511e-06,1.1542113497853279e-05
4,matched,single,any_exact,5,2,0,1,0,0,0.0,0,0,0,0,0.3922883328,7.4999406933784485e-06,5.420297384262085e-07,1.0874820873141289e-05
4,matched,single,any_exact,6,2,1,0,0,0,1.0,1,0,0,0,0.5260227956579328,7.207971066236496e-06,4.998873919248581e-07,1.7167069017887115e-05
4,matched,single,any_exact,7,0,1,0,0,0,1.0,1,0,0,0,0.52023757357056,7.5409188866615295e-06,5.83939254283905e-07,1.5208963304758072e-05
5,matched,single,any_exact,0,0,1,0,0,8,1.0,1,0,0,0,0.18435,9.834067896008492e-06,7.920898497104645e-07,1.1791009455919266e-05
5,matched,single,any_exact,1,2,1,0,0,8,1.0,1,0,0,0,0.3803642810879999,7.667113095521927e-06,6.249174475669861e-07,1.2665987014770508e-05
5,matched,single,any_exact,2,2,1,0,2,6,1.1,1,0,0,0,0.394038572544,7.58306123316288e-06,1.3748649507761002e-06,1.1875061318278313e-05
5,matched,single,any_exact,3,3,0,1,4,2,0.2,0,0,0,0,0.039375,7.3749106377363205e-06,1.541106030344963e-06,3.9416830986738205e-05
5,matched,single,any_exact,4,3,0,1,2,0,0.1,0,0,0,0,0.17235,8.37491825222969e-06,1.8330756574869156e-06,1.850002445280552e-05
5,matched,single,any_exact,5,3,0,1,0,0,0.0,0,0,0,0,0.31947688799999996,7.792143151164055e-06,7.499475032091141e-07,1.6666017472743988e-05
5,matched,single,any_exact,6,4,0,1,0,0,0.0,1,1,0,0,0.16208876044584958,7.4999406933784485e-06,5.830079317092896e-07,1.1750031262636185e-05
5,matched,single,any_exact,7,2,1,0,0,0,1.0,1,0,0,0,0.5361069321236065,7.58306123316288e-06,6.249174475669861e-07,1.2082979083061218e-05
6,matched,single,any_exact,0,1,0,1,0,8,0.0,0,0,0,0,0.12,1.037493348121643e-05,9.59029421210289e-07,6.624963134527206e-06
6,matched,single,any_exact,1,4,0,1,0,8,0.0,0,0,0,0,0.24284047180799995,7.750000804662704e-06,6.249174475669861e-07,1.816614530980587e-05
6,matched,single,any_exact,2,4,0,1,2,6,0.1,0,0,0,0,0.05206106361599999,7.4999406933784485e-06,1.4998950064182281e-06,1.758313737809658e-05
6,matched,single,any_exact,3,3,1,0,4,2,1.2,1,0,0,1,0.12,7.58306123316288e-06,1.7499551177024841e-06,3.0419323593378067e-06
6,matched,single,any_exact,4,3,0,1,2,0,0.1,0,0,0,0,0.1665,7.207971066236496e-06,1.0421499609947205e-06,1.6584061086177826e-05
6,matched,single,any_exact,5,3,0,1,0,0,0.0,0,0,0,0,0.36860563199999996,7.416121661663055e-06,6.249174475669861e-07,1.6625039279460907e-05
